species	nb_genes	nb_genes_filtered	nb_codon_not_decoded	rho_aa_fpkm	pval_aa_fpkm	rho_gc3_gci	pval_gc3_gci	gc3	std_gc3	var_gc3	gci	std_gci	var_gci
Notolabrus_celidotus	39434	19277	0	0.587660061016629	0.00643499300820501	0.451964340825748	0	0.625577109477089	0.000629005325552605	0.00762690070467911	0.385866883418846	0.00023846977940689	0.00104181874984759
Pecten_maximus	39918	19083	0	0.738149193159172	0.000202635323442418	0.161958338036267	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000166596102312889	0.452776131717149	0.000432816806181358	0.00357482578872777	0.346452369110958	0.000242297710795218	0.00101066133000342
Photinus_pyralis	32294	13057	0	0.682487085958149	0.000914762299736174	0.499353966142113	0	0.444640502784573	0.000933231383024522	0.0113716130718171	0.343159736883531	0.000455969068748668	0.00248470601807521
Camarhynchus_parvulus	28897	13836	0	0.783814301679431	0.0000433381544382343	0.845549017373767	0	0.646401153269985	0.00149298193849123	0.0308403757699942	0.467184755264655	0.000857509777913557	0.00963640816684348
Asterias_rubens	24049	15118	0	0.632016186665438	0.00279349634106985	0.116877949933434	0.00000000000000000000000000000000000000000115056622534524	0.499600854162394	0.000603495327533004	0.00550607553533431	0.37531772132541	0.000194917955363296	0.000517844717072595
Gopherus_evgoodei	50852	13953	0	0.687476543540247	0.00080975921416633	0.809233574013031	0	0.563369288591759	0.0013761452088351	0.0264238514463144	0.468925281345477	0.000691060322086766	0.0063086253113548
Archocentrus_centrarchus	41106	17605	0	0.654862261274555	0.0017275281255352	0.423891821166917	0	0.598289613495937	0.000626788542333719	0.00691636855107858	0.392687159000882	0.000229694033851794	0.000887412253327176
Dermochelys_coriacea	55150	13791	0	0.712834477713576	0.000419574296156009	0.811176030211977	0	0.5618710540685	0.00139578625718955	0.0268678920319954	0.459469447653804	0.000677891248029669	0.00601763104571263
Thrips_palmi	27217	13092	0	0.605125887000538	0.00469940664483682	0.829037246786255	0	0.608827361820902	0.00211714990799777	0.0586825823115848	0.434729827643284	0.00114045082035528	0.0162149301941823
Eumeta_japonica	96513	12592	0	0.806043474876073	0.0000178130551022774	0.472832455162025	0	0.491692535796368	0.00134115012710189	0.0226490246898528	0.31052207727743	0.000434220807234202	0.00202933899665022
Nylanderia_fulva	24514	10826	0	0.715535641153413	0.000389631111362199	0.643108193445623	0	0.443668112290827	0.00137469397394588	0.0204587964092056	0.249605751511996	0.000638097072634207	0.00417509938106594
Varanus_komodoensis	18293	11425	0	0.699323565549813	0.000600470669210685	0.798618330981029	0	0.538940001046222	0.0013556887366665	0.0209979155370263	0.445452153473226	0.000661947350541492	0.0048558475359588
Anarrhichthys_ocellatus	41887	19823	0	0.672448627952718	0.00116114963818874	0.372547977744071	0	0.661462511726756	0.000638601798554852	0.00808406237284005	0.394792237007966	0.000231025697750043	0.00100330326704677
Cottoperca_gobio	37849	15695	0	0.533834586466165	0.0153370468002174	0.349059951857093	0	0.633850589517044	0.000670743393289528	0.00706112870087413	0.381858853216481	0.000270397976205386	0.00109694532823613
Phyllostomus_discolor	46999	747	0	0.559224583672166	0.0103621250284247	0.900209058141176	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000440562708103459	0.586116355405495	0.00584364280402716	0.0255086764321306	0.447948936485252	0.00324024367587626	0.00754890975784134
Onychomys_torridus	43242	15869	0	0.581640495730927	0.0071429248489124	0.782552957779686	0	0.599727831585797	0.000966216595904587	0.0148148939023868	0.459201125287047	0.000495475418699007	0.00361173554155027
Suricata_suricatta	43269	15177	0	0.60489749450816	0.00471930096325168	0.856818231480344	0	0.629399373266373	0.00129169569004211	0.0253224868978547	0.475265898324433	0.000782902106948385	0.00879378861794438
Strigops_habroptila	43613	1939	0	0.689006805467952	0.000779674238294545	0.799479037410907	0	0.54816771001209	0.00339292901803652	0.022321704636261	0.438257625025917	0.00178122232347979	0.00587276573944174
Drosophila_guanche	22824	12307	2	0.868356569649938	0.000000692574136425392	0.465498220285487	0	0.663044915404768	0.000880342040987316	0.00953795095705938	0.405747089913671	0.000643502581308645	0.0042573165772833
Marmota_flaviventris	37627	13726	0	0.511681789879658	0.0211015827360575	0.87594585198596	0	0.584069235279925	0.00137155899120849	0.0258209952349239	0.443026177926374	0.000790700585200677	0.00793013085739902
Electrophorus_electricus	45294	19578	0	0.32781954887218	0.158243868264064	0.680208596446734	0	0.611641079586887	0.000739250805878572	0.0106992155596577	0.399653122321094	0.000343033633348684	0.00219328977998696
Apteryx_rowi	37618	12049	0	0.791248800021371	0.0000325709010707523	0.875767245951464	0	0.557660190617164	0.00162108509104618	0.0316637703956948	0.453367195486588	0.00103533172320261	0.012321625877416
Ceratotherium_simum	33629	14482	0	0.610463317239399	0.00425382530035651	0.867867534026343	0	0.611450144477902	0.00139412613537567	0.0281470368011297	0.459226817838503	0.000777563295486652	0.00823894795375682
Micropterus_salmoides	47899	22576	0	0.803779307811814	0.0000195998007885902	0.363068419956359	0	0.609637112852074	0.000594452271894284	0.0079777602163768	0.384471267410459	0.000217858728891288	0.00101099713098868
Drosophila_subpulchrella	25688	12515	0	0.856928682647573	0.00000140249024033628	0.38801194559232	0	0.668159552476478	0.00106247120904595	0.0141274960516953	0.34392538904369	0.00068580304890809	0.00492101907445215
Molossus_molossus	42753	12553	0	0.597513816822547	0.00540094910724073	0.86118470473148	0	0.601658710085492	0.00143405123372421	0.0258152814176943	0.458699579682226	0.000740913940781958	0.00642604929225296
Pipistrellus_kuhlii	53802	15213	0	0.617596868718971	0.00371338138860357	0.865081709737889	0	0.671252184039774	0.00153431812047904	0.0358134115586537	0.483298878527278	0.000869148443988264	0.0105924854660102
Arctia_plantaginis	18801	12279	0	0.837545320241557	0.00000408472411016861	0.278283914423775	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000314378720334713	0.446252716829334	0.00109373817552879	0.0146889157911626	0.342042507075243	0.000397283028441364	0.00173112116981296
Contarinia_nasturtii	24963	13475	0	0.784554521782134	0.0000421438979184583	0.14687986793891	0.00000000000000000000000000000000000000000000000000000000000009080438287465	0.346508881013763	0.00037201602155097	0.001864885025916	0.270266725075863	0.000394374167358125	0.00196171229967106
Talpa_occidentalis	39507	17743	0	0.718163101259667	0.000362269718912035	0.873362877363973	0	0.623711376535041	0.001336354486321	0.0316862179045153	0.476341141042	0.000865186195799928	0.0120980190932953
Grammomys_surdaster	38183	16374	0	0.643534451704081	0.00220281949877907	0.785324339818779	0	0.587454628637964	0.000909418313113295	0.0135419802755298	0.450343703091016	0.000461376176534608	0.00319642553172579
Pipra_filicauda	35857	14298	0	0.675476507503825	0.00108156237204403	0.867327988553764	0	0.62280890558288	0.00144274997684983	0.0297616801335214	0.467257823239199	0.000864880003325337	0.0100937470675316
Cyanistes_caeruleus	31326	13080	0	0.552120472966851	0.0115984683536471	0.834374147950679	0	0.586634790789542	0.0013831275653229	0.0250225875543853	0.443059283823274	0.000767940474683739	0.00727317181858477
Paramormyrops_kingsleyae	55288	21153	0	0.761337122777819	0.0000965410403515868	0.653145615021079	0	0.673835096896751	0.000703791592003322	0.0104775590630271	0.425269702318607	0.000325013321943377	0.0021176379708071
Melanaphis_sacchari	19074	10478	0	0.783196303515407	0.0000443574829189784	0.633262775335895	0	0.330689588015136	0.0015395595330495	0.0248354119777099	0.218701938332933	0.000474393751151004	0.00215799899511631
Piliocolobus_tephrosceles	55454	14508	0	0.72186722716718	0.000326486152330497	0.861989114150791	0	0.558594460350721	0.00155011651104125	0.0348607102577216	0.445309024625308	0.000866781129058531	0.00993306323917368
Mastomys_coucha	54407	17436	0	0.558525007881176	0.010478904976076	0.772551873093945	0	0.591108725355391	0.000886141675833857	0.0136915679064111	0.451054687668122	0.00045010207541976	0.00323134045883994
Acanthochromis_polyacanthus	36596	20139	0	0.481203007518797	0.0317110446244624	0.192154333578694	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000385345539667345	0.635778848934507	0.000660147886905614	0.00877648018904839	0.379625150215271	0.000212111458543269	0.000858613412812712
Mus_pahari	42226	13748	0	0.567551210774164	0.00905149901003436	0.792978192765182	0	0.598932405260889	0.00101192509231712	0.0140778474115541	0.456381106355119	0.000503536488435944	0.00326951429292865
Miniopterus_natalensis	29787	14317	0	0.534049112841949	0.0152881792749048	0.846864683377112	0	0.610414718821343	0.00132085925183751	0.0249784284090295	0.455084846350146	0.000737134005508979	0.00735989981244259
Myotis_myotis	61156	15104	0	0.611908119856086	0.00413941486351589	0.846780620735255	0	0.640492901794382	0.00141057278297263	0.0300526640608577	0.479158307925019	0.000771059332497851	0.00823427504511364
Sturnus_vulgaris	26611	11297	0	0.91069486824102	0.0000000247253609710913	0.856438306109983	0	0.614313674845674	0.0015618756245665	0.0275585284063495	0.45707713812876	0.000899163686948704	0.00871800520730285
Octopus_bimaculoides	23994	3759	0	0.700751879699248	0.000578664102019436	0.274991727896659	0.00000000000000000000000000000000000000000000000000000000000675123370586616	0.336907602354958	0.000949311338726186	0.00338758079503839	0.358019915073235	0.000374717460651545	0.00047614107750043
Lynx_pardinus	31025	15954	18	0.365211247899619	0.113336848210382	0.862455489952434	0	0.604566393610437	0.00127917522632192	0.0261053588482283	0.465123248342183	0.000725303258439689	0.00797987720457131
Lynx_canadensis	42066	1795	0	0.641325211205879	0.00230719453281466	0.871512286838956	0	0.551647317724103	0.00358588025348561	0.0230810742602467	0.433578203646213	0.00177534593042354	0.00539912448478618
Calidris_pugnax	30889	12154	0	0.572948307050712	0.00827657622860123	0.870406305129508	0	0.591946960749988	0.00146287939409389	0.0260097559427104	0.457296906085521	0.000841699524174146	0.00823015761985474
Nicrophorus_vespilloides	19577	10677	0	0.735297463192973	0.000220827325488542	0.579668656804636	0	0.51932822619518	0.0011991208022911	0.0153523589877483	0.265677776406357	0.000610318832318608	0.00364629557556304
Dinoponera_quadriceps	22408	9613	0	0.728859447897416	0.000267096657478177	0.737211488054435	0	0.578026656969733	0.00156196243856643	0.0234530923777005	0.354682791724659	0.000772673890189559	0.00540128463743329
Gekko_japonicus	24464	14578	0	0.604966311213022	0.00471329932255597	0.787045589504473	0	0.572450073050086	0.00120425916414117	0.0211416006795453	0.459268318445997	0.000389183876997024	0.00206475847643997
Pantherophis_guttatus	41701	16402	0	0.741418245821552	0.000183372670671642	0.760927342379919	0	0.513789551406433	0.00112837138949287	0.0208833871230527	0.411069399988618	0.000473529063242836	0.003438563580236
Hermetia_illucens	24828	10870	0	0.904639409801862	0.0000000436244108844205	0.144644673827508	0.00000000000000000000000000000000000000000000000402235994173736	0.426604058160408	0.000766026950801843	0.00637848653528635	0.395308256459635	0.000544931185758243	0.00298434747197944
Scaptodrosophila_lebanonensis	19800	10830	0	0.874392062749156	0.000000464510850384983	0.367969640613246	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000191463785391836	0.545020079626311	0.000792345444098947	0.00679919640915459	0.336186217899144	0.000558345878218353	0.0029320098759988
Zootoca_vivipara	44296	17514	0	0.595104633451366	0.00564014940700816	0.742554389170816	0	0.567960599025906	0.00102979933655491	0.0185733636008863	0.441648855836663	0.0002913632640182	0.00138298455843066
Manis_javanica	55869	16258	0	0.564532321355152	0.00951009122254488	0.838389313539113	0	0.611354455895179	0.0012258955908245	0.0244328475535447	0.458147217630987	0.00074760914661454	0.00848327920115191
Sander_lucioperca	56557	19845	0	0.746707288164591	0.000155525179777909	0.406458872957077	0	0.619936727642555	0.000645091930767251	0.00825836972495353	0.386290494287631	0.000219558756798529	0.000907671671896937
Colossoma_macropomum	43618	17624	0	0.758931982967297	0.000104648193626729	0.437785944433402	0	0.60182086071309	0.000698616273345067	0.00860165222667005	0.376207991136958	0.000185399086474146	0.000579147665501532
Perca_fluviatilis	49921	21815	0	0.70853709410822	0.000471241544220902	0.38750816001789	0	0.621062901886193	0.000640750612777799	0.00895639580171436	0.386177421255296	0.000204798967210313	0.000860201131446159
Periophthalmus_magnuspinnatus	27511	421	0	0.622272561409414	0.00339103799188676	0.460737702481591	0.0000000000000000000000883094319627048	0.582416298635827	0.00458903911632246	0.00886595688468893	0.36497007693479	0.00158353916930564	0.00102059169439516
Ophiophagus_hannah	18445	9772	0	0.661129890285997	0.00150377874922519	0.757141854427614	0	0.498653110111688	0.00131645957342584	0.0169355190803155	0.403108010249769	0.000673553148162087	0.0041411348425466
Crotalus_tigris	51661	15962	0	0.719509479221801	0.000348895145547798	0.774482205440448	0	0.51412146300834	0.00118288762749614	0.0223343997492425	0.410636215484957	0.000498397464441952	0.00372798768869301
Thamnophis_elegans	30876	14328	0	0.638495112120934	0.00244690558293717	0.760623917026483	0	0.520150987663486	0.00126467985668903	0.022916420124702	0.418459270923561	0.000535713005448887	0.00387807457631026
Naja_naja	25817	12093	0	0.654096564627712	0.00175668154305007	0.74905431466158	0	0.51782958694151	0.00133206249835848	0.0214577043108532	0.414108460609336	0.000612971798187794	0.00425406516407964
Aquila_chrysaetos	52413	14807	0	0.6305095926567	0.00287969078033109	0.881201451013337	0	0.590959685706277	0.00142713564602291	0.0301576560648737	0.471498268568165	0.000937248329066004	0.0123481527872474
Catharus_ustulatus	36071	15352	0	0.514525786708304	0.020277576909566	0.803202256037564	0	0.634777366858969	0.00137361165219819	0.0289662913236307	0.46659540187182	0.000773269555293418	0.00863912099271589
Corvus_cornix	36899	13353	0	0.735180759073148	0.000221600609666462	0.860142863105819	0	0.610298812749211	0.00142065480811958	0.0269498268994257	0.461129832665424	0.00083518277193187	0.00879794920131361
Hirundo_rustica	37939	13225	0	0.713231383438303	0.000415055545828353	0.863151422059581	0	0.628473058628604	0.00148336926145017	0.0291000832379062	0.469217227751898	0.000876967264828397	0.00963108344117986
Panthera_leo	53278	16885	0	0.708051366730663	0.000477407543368606	0.855095835023082	0	0.622915259307933	0.00126171142147999	0.0268794967818063	0.470779518064197	0.000746277763044029	0.00850377179860616
Pteropus_giganteus	53198	14450	0	0.668679297078543	0.0012670661160696	0.869913209630168	0	0.60841374595242	0.00136911336625291	0.0270861118694766	0.450110625303318	0.00084689508103304	0.00974143522157124
Myotis_brandtii	40808	14902	0	0.323530883804908	0.164082669310644	0.849381151669193	0	0.617338807473959	0.00136467050253912	0.0277523758006166	0.469007930638254	0.000767092644205007	0.00820214144849562
Phascolarctos_cinereus	46908	12656	0	0.85520751103675	0.0000015515977736593	0.813168568504124	0	0.542467934751014	0.00121948099352175	0.0188211665569055	0.42613552019306	0.000609613210988257	0.0044509917539957
Trichechus_manatus	36406	12646	0	0.737674538710987	0.000205571135198273	0.862288050334853	0	0.578493767191976	0.001414477607863	0.0253014453371822	0.441318688316846	0.000707343758321714	0.00593947906941592
Caenorhabditis_elegans	28350	16605	0	0.818833843748904	0.0000101337770085397	0.24390479167439	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000451900511666831	0.409482122268339	0.000696268230587731	0.00804992879941242	0.294053571347438	0.000440101710448861	0.00315268424444479
Meriones_unguiculatus	38763	15681	0	0.658374036274323	0.00159896022146396	0.81383235036708	0	0.617002332039342	0.00106960212175727	0.0179398276469437	0.463900916643217	0.000561161906243571	0.00461426904358222
Bactrocera_oleae	18715	9825	0	0.846386502017462	0.00000255404507247769	0.425689747705879	0	0.414911077363353	0.000843494432819326	0.00699031908178746	0.280976020474467	0.000632913823968028	0.00351308579815742
Gigantopelta_aegis	33249	15600	0	0.561113240132412	0.0100521198290716	0.360536478635553	0	0.501636245642009	0.00077979385867639	0.00948602400765884	0.363280849991154	0.000228497536349527	0.000739988262121626
Acinonyx_jubatus	56261	8880	0	0.667421145870772	0.00130418038684656	0.871618058860138	0	0.608550252725907	0.00172953231531617	0.0265625844239393	0.463855342832306	0.00098404232767285	0.00820183389346075
Neomonachus_schauinslandi	28381	14085	0	0.696536934489459	0.000645025783651885	0.865311655650833	0	0.616641784863771	0.00141147125819627	0.0280608569225789	0.468446424278589	0.000790821798498197	0.00823087777857276
Vulpes_lagopus	52703	16634	0	0.719670264116456	0.000347326439401902	0.847671733678095	0	0.618016022061036	0.00129675807258938	0.0279714266514669	0.46858028635852	0.00079860217912702	0.00961495178107487
Halichoerus_grypus	60137	12682	0	0.605194213391463	0.00469346849055597	0.864891000216625	0	0.614402621182984	0.00146936767101052	0.0273809624338113	0.469561311731039	0.000844553431980398	0.00850361089467978
Nyctereutes_procyonoides	27168	18409	0	0.724945334115215	0.000299085947103483	0.824207374523531	0	0.614256142616963	0.00122424906344493	0.0275911472278867	0.469909358573603	0.00075646513171531	0.00948773083540759
Vulpes_vulpes	37915	15844	0	0.570245832307195	0.00865753372413842	0.852223747222344	0	0.609432896524772	0.00130924154089385	0.027158412906099	0.464082743611465	0.000801363883236702	0.00949276497235145
Leptonychotes_weddellii	40286	17428	0	0.651340375057341	0.00186505854859753	0.853091708064667	0	0.615779351679343	0.0012394110121574	0.0267718419431899	0.471409066507832	0.000729225350052723	0.00861466770078418
Mirounga_leonina	45186	17491	0	0.652066798643501	0.00183596552460742	0.848308632138479	0	0.613096839906453	0.00124205987850078	0.0269835885664981	0.465557365579987	0.000723313166367045	0.00802299499837319
Puma_concolor	23358	8977	0	0.622645942671123	0.00336633203859985	0.876964023823558	0	0.576341654150607	0.00166542766096981	0.0248990497115501	0.44952737094621	0.000893905905706877	0.00683442662190753
Orbicella_faveolata	32587	10051	0	0.667419301052177	0.00130423547122068	0.319984604794384	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463137239686353	0.429215546725049	0.000581311247722855	0.00339646172839421	0.373729510287065	0.000226404509773774	0.000460664651386531
Hydra_vulgaris	32703	14331	0	0.826808166561542	0.00000697073329602801	-0.084284969045377	0.0000000000000000000129321714281814	0.247236079783527	0.000314664930406405	0.00141896989808691	0.246905159809317	0.000331523118037289	0.00133614642323152
Stylophora_pistillata	33252	19087	0	0.543675315352854	0.0132207777444294	0.289057479956985	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000453943346372565	0.419353056446754	0.000377933210578087	0.00272626323701359	0.366517060891641	0.000203044644603071	0.000663055894831061
Ancylostoma_ceylanicum	15892	10443	2	0.226502519090087	0.336911121372758	0.186907927813778	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000163647024051473	0.508971612543731	0.000710622383484284	0.00527354970724448	0.411669248302768	0.000311364813477219	0.000997207612179544
Alligator_mississippiensis	42388	16607	0	0.57466324815697	0.00804200553647677	0.814745554293734	0	0.571004968987775	0.00131131481479994	0.0285565094481339	0.478536198698696	0.000684529693041025	0.00735062858857247
Daphnia_galeata	15649	13387	2	0.517293233082707	0.019500547061355	0.445513841479754	0	0.429770218748161	0.000691392022893435	0.0063992929548159	0.286202778670413	0.000518056886946301	0.00348361053670015
Ramazzottius_varieornatus	23007	17418	0	0.858610994450797	0.00000126900271020005	0.113738288695434	0.000000000000000000000000000000000000000000215437749242932	0.570270761650757	0.000455997039632806	0.00362178222208033	0.429912208695916	0.000285058361064532	0.00119075867704433
Puntigrus_tetrazona	48681	22104	0	0.672686420677166	0.00115472587222124	0.30105569738306	0	0.588811114962901	0.000687186773046146	0.0104380760118398	0.345908390247265	0.00026683145528863	0.00149119239073065
Caenorhabditis_nigoni	44605	20124	0	0.746145220122457	0.000158300903032986	0.228982202885277	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000911236036158222	0.444047799541987	0.000557643322294941	0.0062578812912904	0.320650895819359	0.000365972086403843	0.00259352833927061
Lepidothrix_coronata	36671	13889	0	0.83817910415385	0.00000395317777178128	0.871454741563334	0	0.616630358055801	0.00145719279435563	0.0294920531556762	0.463229747580765	0.000851866479292667	0.00957892978076078
Owenia_fusiformis	30799	16275	0	0.472317221739249	0.0354817446640186	0.0779122870957352	0.000000000000000000203620686633834	0.392500304649834	0.000411162441967612	0.00275136286121963	0.331854178149244	0.000179168562827287	0.000428200226526741
Betta_splendens	49263	21345	0	0.269578618969975	0.250390122221721	0.728092729510365	0	0.663724217294636	0.000850253028237836	0.0154309453757293	0.420794648938195	0.000420102578220366	0.00356713859390819
Onychostruthus_taczanowskii	32357	12804	0	0.6100988924743	0.0042830924982807	0.857634922485261	0	0.636833708430171	0.00151864957249123	0.0295298206936519	0.468951719679084	0.00090926200166948	0.010075692283656
Numida_meleagris	43240	13867	0	0.749164191928883	0.00014387597992505	0.872035822340989	0	0.591832293717596	0.00140516396563205	0.0273801941768999	0.465597191132594	0.000862310031158067	0.00976467404172408
Papilio_machaon	18225	12034	0	0.840878637395041	0.00000343330618065664	0.449322664070422	0	0.472542543375424	0.0014261684187924	0.0244766308213275	0.307492680232535	0.000428751094544344	0.00197283674151514
Mustela_putorius	57554	9236	0	0.694802076979448	0.000674154763900572	0.88532209282749	0	0.607137847274668	0.00170827086716912	0.0269523968884946	0.466447920844827	0.000990947052980567	0.00860407425358684
Lates_calcarifer	45223	22530	0	0.788563052426924	0.0000361575447948441	0.468987962205909	0	0.617856638180987	0.00060467115334166	0.00823758089899001	0.383125686043438	0.000211552862995656	0.000949871924175367
Takifugu_flavidus	29408	18458	0	0.486427552573813	0.0296451426436393	0.638324386804095	0	0.656991205366222	0.000670605491908005	0.00830077903439514	0.433185115324409	0.000419906921344728	0.00311666453615753
Tursiops_truncatus	55739	15611	0	0.536145186331346	0.0148172595673171	0.852456175769382	0	0.621338642476268	0.00133723028255839	0.027915353359137	0.465721066731551	0.000748680074968748	0.00800257051891243
Elysia_chlorotica	23871	12332	0	0.752445660712713	0.000129489464586906	0.518743966017164	0	0.543798482733872	0.00115009740787852	0.0163118329551129	0.348597487581933	0.000357233911165346	0.0013961197761142
Haliotis_rufescens	55609	22512	0	0.819278037540034	0.00000992948664878353	0.37369625663939	0	0.54572676701109	0.000566515927662803	0.00722500795020759	0.400799744999949	0.000210708934240287	0.000915758406983941
Trichuris_suis	9829	8516	0	0.735416351347586	0.000220041942956598	0.310258266290222	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126608774644848	0.489933679319902	0.000592422975327443	0.00298881778412161	0.389328015330542	0.000493342557489458	0.00177648083004172
Homarus_americanus	40732	14420	0	0.711061149373514	0.000440278331298103	0.454479821719296	0	0.526256857832656	0.00104460074042553	0.015734969993463	0.383585306304355	0.000332938779731664	0.00150055250371315
Echinococcus_granulosus	11319	8052	41	0.382184502368375	0.0963216556604972	0.279972661959756	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103750395755288	0.508386263732632	0.000717091149837708	0.00414049716269766	0.391189888615607	0.000407003537828825	0.00122930260003424
Schistosoma_haematobium	8934	6912	12	0.628491285814138	0.00299861988859473	0.276186451907598	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000464824659134809	0.260440542313969	0.000942670074278742	0.00614218891811805	0.340892673071994	0.000409963629077506	0.00107228773032162
Acropora_digitifera	33878	20835	2	0.54587107100711	0.0127823664716622	0.367882836239767	0	0.419515758655737	0.000358712251986716	0.00268093278507832	0.372365523103602	0.000208608484926711	0.00076151273220983
Pieris_rapae	20497	10290	0	0.822204144297016	0.00000867090593566598	0.546027037277792	0	0.405224211519922	0.00111296567262169	0.0127461467349885	0.292311096225401	0.000407465329544114	0.0015593349269784
Coptotermes_formosanus	12984	7994	0	0.784272554860928	0.0000425954240962813	0.44714839162578	0	0.430436913893311	0.000903001248159808	0.0065183975659003	0.382419355080545	0.000313798299891291	0.000704745302665956
Myotis_lucifugus	43106	13974	0	0.385029742827977	0.0936631743616783	0.841094634968652	0	0.61846857430231	0.00141501783453439	0.0279797974464322	0.464999629463282	0.000734802529772349	0.00702401126369781
Gymnogyps_californianus	25288	11878	0	0.525286758908002	0.017388666717283	0.861811723973928	0	0.562646305614103	0.00154061999167962	0.0281925512901857	0.451207162010097	0.000916135266533193	0.00954120590062788
Fundulus_heteroclitus	49534	21929	0	0.646107604924587	0.00208625407142047	0.364722911369976	0	0.668955162638171	0.00076982657414862	0.012995848054086	0.395891714493016	0.000255206044702592	0.00133959641619838
Pteropus_vampyrus	43630	14076	0	0.704820076413118	0.000520197986115469	0.875399601288635	0	0.601840349394966	0.0013741092318075	0.0265779679228918	0.450318458270594	0.000864232224093078	0.00992850630287942
Necator_americanus	19153	3508	0	0.43808834849979	0.0533607259021772	0.194478586810658	0.000000000000000000000000000000546214586814156	0.43135329645799	0.000845197532319999	0.00250597091118847	0.373817606991645	0.000511898546334927	0.000911375543411064
Dictyocaulus_viviparus	14171	10742	0	0.725698915543609	0.000292685154794927	0.121107002379251	0.00000000000000000000000000000000000380694270551679	0.352716467438841	0.000422595662810165	0.00191838256617529	0.321892738579459	0.000248812691486765	0.000660431935086064
Melitaea_cinxia	14667	10317	0	0.830320519974834	0.00000587633650529828	0.431798135125567	0	0.435023523668874	0.00137837121483713	0.0196013426431836	0.316950070910653	0.000519326823540042	0.00249985254088907
Clonorchis_sinensis	14408	9220	0	0.541964967216235	0.013570607696038	0.269447891413487	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000480664800896751	0.469396824204073	0.000410297065231047	0.00155212874561708	0.436619115673516	0.000305586601720938	0.000769477330287136
Acropora_millepora	41860	19227	0	0.635816583302243	0.00258556680885908	0.342947643205083	0	0.419935176935702	0.000355756512192894	0.00243342095537006	0.37197999758475	0.000184175010689542	0.000542794793869009
Drosophila_mauritiana	23239	11282	0	0.87104468716706	0.000000581125303295246	0.441166065480861	0	0.66814748215779	0.000972508272962067	0.0106702035509326	0.369307072095119	0.00067501581306317	0.0043582573175232
Drosophila_sechellia	23935	11345	0	0.850242496932508	0.00000206202854826117	0.435424387121105	0	0.66406669323405	0.000974757544275721	0.010779477504539	0.366664227142734	0.000676703780849223	0.00441946319570787
Drosophila_erecta	23135	9749	0	0.815582088796463	0.0000117437206317967	0.470832534631299	0	0.674826944741756	0.00103095620032089	0.0103619263273689	0.378011325363212	0.000690472726843548	0.0040071054896566
Acanthocheilonema_viteae	10138	7593	0	0.690204486596956	0.000756792378209657	0.53876003925216	0	0.315560312414351	0.000525741133963735	0.00209873359737561	0.272712761433461	0.000412563412747624	0.0012920532513627
Varroa_destructor	30221	9433	0	0.797741527626578	0.0000251432939091761	0.435905578336384	0	0.495488745369096	0.00053971501753425	0.00274776026733377	0.371546277135581	0.000355916052921741	0.00109207583682684
Loa_loa	15440	8292	0	0.685464447230919	0.000850805990581939	0.533788636144671	0	0.333192026650073	0.000612025130067908	0.00310597390854883	0.295502942568894	0.000442450823198436	0.0015825459169915
Steinernema_carpocapsae	36556	18172	0	0.811747908518527	0.0000139232609227453	0.360092041023093	0	0.629340191190665	0.000701945219572824	0.00895383670276087	0.383479686407504	0.00045441547458437	0.0034616557522537
Penaeus_chinensis	34830	12623	0	0.783133418236798	0.0000444623564455567	0.411559705552562	0	0.580143884687612	0.00135777197077	0.0232710650587349	0.359101724346315	0.000541144183373194	0.00348681048285422
