species	rank_no	name	rank	id
Ictalurus_punctatus	18	Osteoglossocephalai	clade	1489341
Ictalurus_punctatus	19	Clupeocephala	no rank	186625
Ictalurus_punctatus	20	Otomorpha	cohort	186634
Ictalurus_punctatus	21	Ostariophysi	subcohort	32519
Ictalurus_punctatus	22	Otophysi	clade	186626
Ictalurus_punctatus	23	Characiphysae	superorder	186628
Ictalurus_punctatus	24	Siluriformes	order	7995
Ictalurus_punctatus	25	Siluroidei	suborder	1489793
Ictalurus_punctatus	26	Ictaluridae	family	7996
Ictalurus_punctatus	27	Ictalurus	genus	7997
Ictalurus_punctatus	28	Ictalurus punctatus	species	7998
Ictidomys_tridecemlineatus	1	cellular organisms	no rank	131567
Ictidomys_tridecemlineatus	2	Eukaryota	superkingdom	2759
Ictidomys_tridecemlineatus	3	Opisthokonta	clade	33154
Ictidomys_tridecemlineatus	4	Metazoa	kingdom	33208
Ictidomys_tridecemlineatus	5	Eumetazoa	clade	6072
Ictidomys_tridecemlineatus	6	Bilateria	clade	33213
Ictidomys_tridecemlineatus	7	Deuterostomia	clade	33511
Ictidomys_tridecemlineatus	8	Chordata	phylum	7711
Ictidomys_tridecemlineatus	9	Craniata	subphylum	89593
Ictidomys_tridecemlineatus	10	Vertebrata	clade	7742
Ictidomys_tridecemlineatus	11	Gnathostomata	clade	7776
Ictidomys_tridecemlineatus	12	Teleostomi	clade	117570
Ictidomys_tridecemlineatus	13	Euteleostomi	clade	117571
Ictidomys_tridecemlineatus	14	Sarcopterygii	superclass	8287
Ictidomys_tridecemlineatus	15	Dipnotetrapodomorpha	clade	1338369
Ictidomys_tridecemlineatus	16	Tetrapoda	clade	32523
Ictidomys_tridecemlineatus	17	Amniota	clade	32524
Ictidomys_tridecemlineatus	18	Mammalia	class	40674
Ictidomys_tridecemlineatus	19	Theria	clade	32525
Ictidomys_tridecemlineatus	20	Eutheria	clade	9347
Ictidomys_tridecemlineatus	21	Boreoeutheria	clade	1437010
Ictidomys_tridecemlineatus	22	Euarchontoglires	superorder	314146
Ictidomys_tridecemlineatus	23	Glires	clade	314147
Ictidomys_tridecemlineatus	24	Rodentia	order	9989
Ictidomys_tridecemlineatus	25	Sciuromorpha	suborder	33553
Ictidomys_tridecemlineatus	26	Sciuridae	family	55153
Ictidomys_tridecemlineatus	27	Xerinae	subfamily	337726
Ictidomys_tridecemlineatus	28	Marmotini	tribe	337730
Ictidomys_tridecemlineatus	29	Ictidomys	genus	1141640
Ictidomys_tridecemlineatus	30	Ictidomys tridecemlineatus	species	43179
Ifrita_kowaldi	1	cellular organisms	no rank	131567
Ifrita_kowaldi	2	Eukaryota	superkingdom	2759
Ifrita_kowaldi	3	Opisthokonta	clade	33154
Ifrita_kowaldi	4	Metazoa	kingdom	33208
Ifrita_kowaldi	5	Eumetazoa	clade	6072
Ifrita_kowaldi	6	Bilateria	clade	33213
Ifrita_kowaldi	7	Deuterostomia	clade	33511
Ifrita_kowaldi	8	Chordata	phylum	7711
Ifrita_kowaldi	9	Craniata	subphylum	89593
Ifrita_kowaldi	10	Vertebrata	clade	7742
Ifrita_kowaldi	11	Gnathostomata	clade	7776
Ifrita_kowaldi	12	Teleostomi	clade	117570
Ifrita_kowaldi	13	Euteleostomi	clade	117571
Ifrita_kowaldi	14	Sarcopterygii	superclass	8287
Ifrita_kowaldi	15	Dipnotetrapodomorpha	clade	1338369
Ifrita_kowaldi	16	Tetrapoda	clade	32523
Ifrita_kowaldi	17	Amniota	clade	32524
Ifrita_kowaldi	18	Sauropsida	clade	8457
Ifrita_kowaldi	19	Sauria	clade	32561
Ifrita_kowaldi	20	Archelosauria	clade	1329799
Ifrita_kowaldi	21	Archosauria	clade	8492
Ifrita_kowaldi	22	Dinosauria	clade	436486
Ifrita_kowaldi	23	Saurischia	clade	436489
Ifrita_kowaldi	24	Theropoda	clade	436491
Ifrita_kowaldi	25	Coelurosauria	clade	436492
Ifrita_kowaldi	26	Aves	class	8782
Ifrita_kowaldi	27	Neognathae	infraclass	8825
Ifrita_kowaldi	28	Passeriformes	order	9126
Ifrita_kowaldi	29	Corvoidea	superfamily	192204
Ifrita_kowaldi	30	Cinclosomatidae	family	254655
Ifrita_kowaldi	31	Ifrita	genus	461243
Ifrita_kowaldi	32	Ifrita kowaldi	species	461245
Ignelater_luminosus	1	cellular organisms	no rank	131567
Ignelater_luminosus	2	Eukaryota	superkingdom	2759
Ignelater_luminosus	3	Opisthokonta	clade	33154
Ignelater_luminosus	4	Metazoa	kingdom	33208
Ignelater_luminosus	5	Eumetazoa	clade	6072
Ignelater_luminosus	6	Bilateria	clade	33213
Ignelater_luminosus	7	Protostomia	clade	33317
Ignelater_luminosus	8	Ecdysozoa	clade	1206794
Ignelater_luminosus	9	Panarthropoda	clade	88770
Ignelater_luminosus	10	Arthropoda	phylum	6656
Ignelater_luminosus	11	Mandibulata	clade	197563
Ignelater_luminosus	12	Pancrustacea	clade	197562
Ignelater_luminosus	13	Hexapoda	subphylum	6960
Ignelater_luminosus	14	Insecta	class	50557
Ignelater_luminosus	15	Dicondylia	clade	85512
Ignelater_luminosus	16	Pterygota	subclass	7496
Ignelater_luminosus	17	Neoptera	infraclass	33340
Ignelater_luminosus	18	Endopterygota	cohort	33392
Ignelater_luminosus	19	Coleoptera	order	7041
Ignelater_luminosus	20	Polyphaga	suborder	41084
Ignelater_luminosus	21	Elateriformia	infraorder	41087
Ignelater_luminosus	22	Elateroidea	superfamily	71193
Ignelater_luminosus	23	Elateridae	family	30009
Ignelater_luminosus	24	Agrypninae	subfamily	195166
Ignelater_luminosus	25	Pyrophorini	tribe	2761142
Ignelater_luminosus	26	Ignelater	genus	1985927
Ignelater_luminosus	27	Ignelater luminosus	species	2038154
Illadopsis_cleaveri	1	cellular organisms	no rank	131567
Illadopsis_cleaveri	2	Eukaryota	superkingdom	2759
Illadopsis_cleaveri	3	Opisthokonta	clade	33154
Illadopsis_cleaveri	4	Metazoa	kingdom	33208
Illadopsis_cleaveri	5	Eumetazoa	clade	6072
Illadopsis_cleaveri	6	Bilateria	clade	33213
Illadopsis_cleaveri	7	Deuterostomia	clade	33511
Illadopsis_cleaveri	8	Chordata	phylum	7711
Illadopsis_cleaveri	9	Craniata	subphylum	89593
Illadopsis_cleaveri	10	Vertebrata	clade	7742
Illadopsis_cleaveri	11	Gnathostomata	clade	7776
Illadopsis_cleaveri	12	Teleostomi	clade	117570
Illadopsis_cleaveri	13	Euteleostomi	clade	117571
Illadopsis_cleaveri	14	Sarcopterygii	superclass	8287
Illadopsis_cleaveri	15	Dipnotetrapodomorpha	clade	1338369
Illadopsis_cleaveri	16	Tetrapoda	clade	32523
Illadopsis_cleaveri	17	Amniota	clade	32524
Illadopsis_cleaveri	18	Sauropsida	clade	8457
Illadopsis_cleaveri	19	Sauria	clade	32561
Illadopsis_cleaveri	20	Archelosauria	clade	1329799
Illadopsis_cleaveri	21	Archosauria	clade	8492
Illadopsis_cleaveri	22	Dinosauria	clade	436486
Illadopsis_cleaveri	23	Saurischia	clade	436489
Illadopsis_cleaveri	24	Theropoda	clade	436491
Illadopsis_cleaveri	25	Coelurosauria	clade	436492
Illadopsis_cleaveri	26	Aves	class	8782
Illadopsis_cleaveri	27	Neognathae	infraclass	8825
Illadopsis_cleaveri	28	Passeriformes	order	9126
Illadopsis_cleaveri	29	Sylvioidea	superfamily	2116661
Illadopsis_cleaveri	30	Timaliidae	family	9173
Illadopsis_cleaveri	31	Illadopsis	genus	98130
Illadopsis_cleaveri	32	Illadopsis cleaveri	species	201329
Indicator_indicator	1	cellular organisms	no rank	131567
Indicator_indicator	2	Eukaryota	superkingdom	2759
Indicator_indicator	3	Opisthokonta	clade	33154
Indicator_indicator	4	Metazoa	kingdom	33208
Indicator_indicator	5	Eumetazoa	clade	6072
Indicator_indicator	6	Bilateria	clade	33213
Indicator_indicator	7	Deuterostomia	clade	33511
Indicator_indicator	8	Chordata	phylum	7711
Indicator_indicator	9	Craniata	subphylum	89593
Indicator_indicator	10	Vertebrata	clade	7742
Indicator_indicator	11	Gnathostomata	clade	7776
Indicator_indicator	12	Teleostomi	clade	117570
Indicator_indicator	13	Euteleostomi	clade	117571
Indicator_indicator	14	Sarcopterygii	superclass	8287
Indicator_indicator	15	Dipnotetrapodomorpha	clade	1338369
Indicator_indicator	16	Tetrapoda	clade	32523
Indicator_indicator	17	Amniota	clade	32524
Indicator_indicator	18	Sauropsida	clade	8457
Indicator_indicator	19	Sauria	clade	32561
Indicator_indicator	20	Archelosauria	clade	1329799
Indicator_indicator	21	Archosauria	clade	8492
Indicator_indicator	22	Dinosauria	clade	436486
Indicator_indicator	23	Saurischia	clade	436489
Indicator_indicator	24	Theropoda	clade	436491
Indicator_indicator	25	Coelurosauria	clade	436492
Indicator_indicator	26	Aves	class	8782
Indicator_indicator	27	Neognathae	infraclass	8825
Indicator_indicator	28	Piciformes	order	9219
Indicator_indicator	29	Indicatoridae	family	189527
Indicator_indicator	30	Indicator	genus	189528
Indicator_indicator	31	Indicator indicator	species	1002788
Indicator_maculatus	1	cellular organisms	no rank	131567
Indicator_maculatus	2	Eukaryota	superkingdom	2759
Indicator_maculatus	3	Opisthokonta	clade	33154
Indicator_maculatus	4	Metazoa	kingdom	33208
Indicator_maculatus	5	Eumetazoa	clade	6072
Indicator_maculatus	6	Bilateria	clade	33213
Indicator_maculatus	7	Deuterostomia	clade	33511
Indicator_maculatus	8	Chordata	phylum	7711
Indicator_maculatus	9	Craniata	subphylum	89593
Indicator_maculatus	10	Vertebrata	clade	7742
Indicator_maculatus	11	Gnathostomata	clade	7776
Indicator_maculatus	12	Teleostomi	clade	117570
Indicator_maculatus	13	Euteleostomi	clade	117571
Indicator_maculatus	14	Sarcopterygii	superclass	8287
Indicator_maculatus	15	Dipnotetrapodomorpha	clade	1338369
Indicator_maculatus	16	Tetrapoda	clade	32523
Indicator_maculatus	17	Amniota	clade	32524
Indicator_maculatus	18	Sauropsida	clade	8457
Indicator_maculatus	19	Sauria	clade	32561
Indicator_maculatus	20	Archelosauria	clade	1329799
Indicator_maculatus	21	Archosauria	clade	8492
Indicator_maculatus	22	Dinosauria	clade	436486
Indicator_maculatus	23	Saurischia	clade	436489
Indicator_maculatus	24	Theropoda	clade	436491
Indicator_maculatus	25	Coelurosauria	clade	436492
Indicator_maculatus	26	Aves	class	8782
Indicator_maculatus	27	Neognathae	infraclass	8825
Indicator_maculatus	28	Piciformes	order	9219
Indicator_maculatus	29	Indicatoridae	family	189527
Indicator_maculatus	30	Indicator	genus	189528
Indicator_maculatus	31	Indicator maculatus	species	545262
Intoshia_linei	1	cellular organisms	no rank	131567
Intoshia_linei	2	Eukaryota	superkingdom	2759
Intoshia_linei	3	Opisthokonta	clade	33154
Intoshia_linei	4	Metazoa	kingdom	33208
Intoshia_linei	5	Eumetazoa	clade	6072
Intoshia_linei	6	Bilateria	clade	33213
Intoshia_linei	7	Protostomia	clade	33317
Intoshia_linei	8	Spiralia	clade	2697495
Intoshia_linei	9	Lophotrochozoa	clade	1206795
Intoshia_linei	10	Mesozoa	clade	2697533
Intoshia_linei	11	Orthonectida	phylum	33209
Intoshia_linei	12	Rhopaluridae	family	1819743
Intoshia_linei	13	Intoshia	genus	1819744
Intoshia_linei	14	Intoshia linei	species	1819745
Iphiclides_podalirius	1	cellular organisms	no rank	131567
Iphiclides_podalirius	2	Eukaryota	superkingdom	2759
Iphiclides_podalirius	3	Opisthokonta	clade	33154
Iphiclides_podalirius	4	Metazoa	kingdom	33208
Iphiclides_podalirius	5	Eumetazoa	clade	6072
Iphiclides_podalirius	6	Bilateria	clade	33213
Iphiclides_podalirius	7	Protostomia	clade	33317
Iphiclides_podalirius	8	Ecdysozoa	clade	1206794
Iphiclides_podalirius	9	Panarthropoda	clade	88770
Iphiclides_podalirius	10	Arthropoda	phylum	6656
Iphiclides_podalirius	11	Mandibulata	clade	197563
Iphiclides_podalirius	12	Pancrustacea	clade	197562
Iphiclides_podalirius	13	Hexapoda	subphylum	6960
Iphiclides_podalirius	14	Insecta	class	50557
Iphiclides_podalirius	15	Dicondylia	clade	85512
Iphiclides_podalirius	16	Pterygota	subclass	7496
Iphiclides_podalirius	17	Neoptera	infraclass	33340
Iphiclides_podalirius	18	Endopterygota	cohort	33392
Iphiclides_podalirius	19	Amphiesmenoptera	superorder	85604
Iphiclides_podalirius	20	Lepidoptera	order	7088
Iphiclides_podalirius	21	Glossata	suborder	41191
Iphiclides_podalirius	22	Neolepidoptera	infraorder	41196
Iphiclides_podalirius	23	Heteroneura	parvorder	41197
Iphiclides_podalirius	24	Ditrysia	clade	37567
Iphiclides_podalirius	25	Obtectomera	clade	104431
Iphiclides_podalirius	26	Papilionoidea	superfamily	37572
Iphiclides_podalirius	27	Papilionidae	family	7143
Iphiclides_podalirius	28	Papilioninae	subfamily	42289
Iphiclides_podalirius	29	Leptocircini	tribe	189314
Iphiclides_podalirius	30	Iphiclides	genus	157396
Iphiclides_podalirius	31	Iphiclides podalirius	species	110791
Ipomoea_nil	1	cellular organisms	no rank	131567
Ipomoea_nil	2	Eukaryota	superkingdom	2759
Ipomoea_nil	3	Viridiplantae	kingdom	33090
Ipomoea_nil	4	Streptophyta	phylum	35493
Ipomoea_nil	5	Streptophytina	subphylum	131221
Ipomoea_nil	6	Embryophyta	clade	3193
Ipomoea_nil	7	Tracheophyta	clade	58023
Ipomoea_nil	8	Euphyllophyta	clade	78536
Ipomoea_nil	9	Spermatophyta	clade	58024
Ipomoea_nil	10	Magnoliopsida	class	3398
Ipomoea_nil	11	Mesangiospermae	clade	1437183
Ipomoea_nil	12	eudicotyledons	clade	71240
Ipomoea_nil	13	Gunneridae	clade	91827
Ipomoea_nil	14	Pentapetalae	clade	1437201
Ipomoea_nil	15	asterids	clade	71274
Ipomoea_nil	16	lamiids	clade	91888
Ipomoea_nil	17	Solanales	order	4069
Ipomoea_nil	18	Convolvulaceae	family	4118
Ipomoea_nil	19	Ipomoeeae	tribe	267213
Ipomoea_nil	20	Ipomoea	genus	4119
Ipomoea_nil	21	Ipomoea nil	species	35883
Ipomoea_triloba	1	cellular organisms	no rank	131567
Ipomoea_triloba	2	Eukaryota	superkingdom	2759
Ipomoea_triloba	3	Viridiplantae	kingdom	33090
Ipomoea_triloba	4	Streptophyta	phylum	35493
Ipomoea_triloba	5	Streptophytina	subphylum	131221
Ipomoea_triloba	6	Embryophyta	clade	3193
Ipomoea_triloba	7	Tracheophyta	clade	58023
Ipomoea_triloba	8	Euphyllophyta	clade	78536
Ipomoea_triloba	9	Spermatophyta	clade	58024
Ipomoea_triloba	10	Magnoliopsida	class	3398
Ipomoea_triloba	11	Mesangiospermae	clade	1437183
Ipomoea_triloba	12	eudicotyledons	clade	71240
Ipomoea_triloba	13	Gunneridae	clade	91827
Ipomoea_triloba	14	Pentapetalae	clade	1437201
Ipomoea_triloba	15	asterids	clade	71274
Ipomoea_triloba	16	lamiids	clade	91888
Ipomoea_triloba	17	Solanales	order	4069
Ipomoea_triloba	18	Convolvulaceae	family	4118
Ipomoea_triloba	19	Ipomoeeae	tribe	267213
Ipomoea_triloba	20	Ipomoea	genus	4119
Ipomoea_triloba	21	Ipomoea triloba	species	35885
Irena_cyanogastra	1	cellular organisms	no rank	131567
Irena_cyanogastra	2	Eukaryota	superkingdom	2759
Irena_cyanogastra	3	Opisthokonta	clade	33154
Irena_cyanogastra	4	Metazoa	kingdom	33208
Irena_cyanogastra	5	Eumetazoa	clade	6072
Irena_cyanogastra	6	Bilateria	clade	33213
Irena_cyanogastra	7	Deuterostomia	clade	33511
Irena_cyanogastra	8	Chordata	phylum	7711
Irena_cyanogastra	9	Craniata	subphylum	89593
Irena_cyanogastra	10	Vertebrata	clade	7742
Irena_cyanogastra	11	Gnathostomata	clade	7776
Irena_cyanogastra	12	Teleostomi	clade	117570
Irena_cyanogastra	13	Euteleostomi	clade	117571
Irena_cyanogastra	14	Sarcopterygii	superclass	8287
Irena_cyanogastra	15	Dipnotetrapodomorpha	clade	1338369
Irena_cyanogastra	16	Tetrapoda	clade	32523
Irena_cyanogastra	17	Amniota	clade	32524
Irena_cyanogastra	18	Sauropsida	clade	8457
Irena_cyanogastra	19	Sauria	clade	32561
Irena_cyanogastra	20	Archelosauria	clade	1329799
Irena_cyanogastra	21	Archosauria	clade	8492
Irena_cyanogastra	22	Dinosauria	clade	436486
Irena_cyanogastra	23	Saurischia	clade	436489
Irena_cyanogastra	24	Theropoda	clade	436491
Irena_cyanogastra	25	Coelurosauria	clade	436492
Irena_cyanogastra	26	Aves	class	8782
Irena_cyanogastra	27	Neognathae	infraclass	8825
Irena_cyanogastra	28	Passeriformes	order	9126
Irena_cyanogastra	29	Corvoidea	superfamily	192204
Irena_cyanogastra	30	Irenidae	family	175115
Irena_cyanogastra	31	Irena	genus	175118
Irena_cyanogastra	32	Irena cyanogastra	species	175120
Ischnura_elegans	1	cellular organisms	no rank	131567
Ischnura_elegans	2	Eukaryota	superkingdom	2759
Ischnura_elegans	3	Opisthokonta	clade	33154
Ischnura_elegans	4	Metazoa	kingdom	33208
Ischnura_elegans	5	Eumetazoa	clade	6072
Ischnura_elegans	6	Bilateria	clade	33213
Ischnura_elegans	7	Protostomia	clade	33317
Ischnura_elegans	8	Ecdysozoa	clade	1206794
Ischnura_elegans	9	Panarthropoda	clade	88770
Ischnura_elegans	10	Arthropoda	phylum	6656
Ischnura_elegans	11	Mandibulata	clade	197563
Ischnura_elegans	12	Pancrustacea	clade	197562
Ischnura_elegans	13	Hexapoda	subphylum	6960
Ischnura_elegans	14	Insecta	class	50557
Ischnura_elegans	15	Dicondylia	clade	85512
Ischnura_elegans	16	Pterygota	subclass	7496
Ischnura_elegans	17	Palaeoptera	infraclass	33339
Ischnura_elegans	18	Odonata	order	6961
Ischnura_elegans	19	Zygoptera	suborder	50488
Ischnura_elegans	20	Coenagrionoidea	superfamily	70894
Ischnura_elegans	21	Coenagrionidae	family	70895
Ischnura_elegans	22	Ischnura	genus	79456
Ischnura_elegans	23	Ischnura elegans	species	197161
Ixodes_persulcatus	1	cellular organisms	no rank	131567
Ixodes_persulcatus	2	Eukaryota	superkingdom	2759
Ixodes_persulcatus	3	Opisthokonta	clade	33154
Ixodes_persulcatus	4	Metazoa	kingdom	33208
Ixodes_persulcatus	5	Eumetazoa	clade	6072
Ixodes_persulcatus	6	Bilateria	clade	33213
Ixodes_persulcatus	7	Protostomia	clade	33317
Ixodes_persulcatus	8	Ecdysozoa	clade	1206794
Ixodes_persulcatus	9	Panarthropoda	clade	88770
Ixodes_persulcatus	10	Arthropoda	phylum	6656
Ixodes_persulcatus	11	Chelicerata	subphylum	6843
Ixodes_persulcatus	12	Arachnida	class	6854
Ixodes_persulcatus	13	Acari	subclass	6933
Ixodes_persulcatus	14	Parasitiformes	superorder	6934
Ixodes_persulcatus	15	Ixodida	order	6935
Ixodes_persulcatus	16	Ixodoidea	superfamily	297308
Ixodes_persulcatus	17	Ixodidae	family	6939
Ixodes_persulcatus	18	Ixodinae	subfamily	426442
Ixodes_persulcatus	19	Ixodes	genus	6944
Ixodes_persulcatus	20	Ixodes persulcatus	species	34615
Ixodes_scapularis	1	cellular organisms	no rank	131567
Ixodes_scapularis	2	Eukaryota	superkingdom	2759
Ixodes_scapularis	3	Opisthokonta	clade	33154
Ixodes_scapularis	4	Metazoa	kingdom	33208
Ixodes_scapularis	5	Eumetazoa	clade	6072
Ixodes_scapularis	6	Bilateria	clade	33213
Ixodes_scapularis	7	Protostomia	clade	33317
Ixodes_scapularis	8	Ecdysozoa	clade	1206794
Ixodes_scapularis	9	Panarthropoda	clade	88770
Ixodes_scapularis	10	Arthropoda	phylum	6656
Ixodes_scapularis	11	Chelicerata	subphylum	6843
Ixodes_scapularis	12	Arachnida	class	6854
Ixodes_scapularis	13	Acari	subclass	6933
Ixodes_scapularis	14	Parasitiformes	superorder	6934
Ixodes_scapularis	15	Ixodida	order	6935
Ixodes_scapularis	16	Ixodoidea	superfamily	297308
Ixodes_scapularis	17	Ixodidae	family	6939
Ixodes_scapularis	18	Ixodinae	subfamily	426442
Ixodes_scapularis	19	Ixodes	genus	6944
Ixodes_scapularis	20	Ixodes scapularis	species	6945
Jacana_jacana	1	cellular organisms	no rank	131567
Jacana_jacana	2	Eukaryota	superkingdom	2759
Jacana_jacana	3	Opisthokonta	clade	33154
Jacana_jacana	4	Metazoa	kingdom	33208
Jacana_jacana	5	Eumetazoa	clade	6072
Jacana_jacana	6	Bilateria	clade	33213
Jacana_jacana	7	Deuterostomia	clade	33511
Jacana_jacana	8	Chordata	phylum	7711
Jacana_jacana	9	Craniata	subphylum	89593
Jacana_jacana	10	Vertebrata	clade	7742
Jacana_jacana	11	Gnathostomata	clade	7776
Jacana_jacana	12	Teleostomi	clade	117570
Jacana_jacana	13	Euteleostomi	clade	117571
Jacana_jacana	14	Sarcopterygii	superclass	8287
Jacana_jacana	15	Dipnotetrapodomorpha	clade	1338369
Jacana_jacana	16	Tetrapoda	clade	32523
Jacana_jacana	17	Amniota	clade	32524
Jacana_jacana	18	Sauropsida	clade	8457
Jacana_jacana	19	Sauria	clade	32561
Jacana_jacana	20	Archelosauria	clade	1329799
Jacana_jacana	21	Archosauria	clade	8492
Jacana_jacana	22	Dinosauria	clade	436486
Jacana_jacana	23	Saurischia	clade	436489
Jacana_jacana	24	Theropoda	clade	436491
Jacana_jacana	25	Coelurosauria	clade	436492
Jacana_jacana	26	Aves	class	8782
Jacana_jacana	27	Neognathae	infraclass	8825
Jacana_jacana	28	Charadriiformes	order	8906
Jacana_jacana	29	Jacanidae	family	54504
Jacana_jacana	30	Jacana	genus	54507
Jacana_jacana	31	Jacana jacana	species	54508
Jaculus_jaculus	1	cellular organisms	no rank	131567
Jaculus_jaculus	2	Eukaryota	superkingdom	2759
Jaculus_jaculus	3	Opisthokonta	clade	33154
Jaculus_jaculus	4	Metazoa	kingdom	33208
Jaculus_jaculus	5	Eumetazoa	clade	6072
Jaculus_jaculus	6	Bilateria	clade	33213
Jaculus_jaculus	7	Deuterostomia	clade	33511
Jaculus_jaculus	8	Chordata	phylum	7711
Jaculus_jaculus	9	Craniata	subphylum	89593
Jaculus_jaculus	10	Vertebrata	clade	7742
Jaculus_jaculus	11	Gnathostomata	clade	7776
Jaculus_jaculus	12	Teleostomi	clade	117570
Jaculus_jaculus	13	Euteleostomi	clade	117571
Jaculus_jaculus	14	Sarcopterygii	superclass	8287
Jaculus_jaculus	15	Dipnotetrapodomorpha	clade	1338369
Jaculus_jaculus	16	Tetrapoda	clade	32523
Jaculus_jaculus	17	Amniota	clade	32524
Jaculus_jaculus	18	Mammalia	class	40674
Jaculus_jaculus	19	Theria	clade	32525
Jaculus_jaculus	20	Eutheria	clade	9347
Jaculus_jaculus	21	Boreoeutheria	clade	1437010
Jaculus_jaculus	22	Euarchontoglires	superorder	314146
Jaculus_jaculus	23	Glires	clade	314147
Jaculus_jaculus	24	Rodentia	order	9989
Jaculus_jaculus	25	Myomorpha	suborder	1963758
Jaculus_jaculus	26	Dipodoidea	superfamily	1963761
Jaculus_jaculus	27	Dipodidae	family	30648
Jaculus_jaculus	28	Dipodinae	subfamily	35737
Jaculus_jaculus	29	Jaculus	genus	48867
Jaculus_jaculus	30	Jaculus jaculus	species	51337
Juglans_regia	1	cellular organisms	no rank	131567
Juglans_regia	2	Eukaryota	superkingdom	2759
Juglans_regia	3	Viridiplantae	kingdom	33090
Juglans_regia	4	Streptophyta	phylum	35493
Juglans_regia	5	Streptophytina	subphylum	131221
Juglans_regia	6	Embryophyta	clade	3193
Juglans_regia	7	Tracheophyta	clade	58023
Juglans_regia	8	Euphyllophyta	clade	78536
Juglans_regia	9	Spermatophyta	clade	58024
Juglans_regia	10	Magnoliopsida	class	3398
Juglans_regia	11	Mesangiospermae	clade	1437183
Juglans_regia	12	eudicotyledons	clade	71240
Juglans_regia	13	Gunneridae	clade	91827
Juglans_regia	14	Pentapetalae	clade	1437201
Juglans_regia	15	rosids	clade	71275
Juglans_regia	16	fabids	clade	91835
Juglans_regia	17	Fagales	order	3502
Juglans_regia	18	Juglandaceae	family	16714
Juglans_regia	19	Juglans	genus	16718
Juglans_regia	20	Juglans regia	species	51240
Kryptolebias_marmoratus	1	cellular organisms	no rank	131567
Kryptolebias_marmoratus	2	Eukaryota	superkingdom	2759
Kryptolebias_marmoratus	3	Opisthokonta	clade	33154
Kryptolebias_marmoratus	4	Metazoa	kingdom	33208
Kryptolebias_marmoratus	5	Eumetazoa	clade	6072
Kryptolebias_marmoratus	6	Bilateria	clade	33213
Kryptolebias_marmoratus	7	Deuterostomia	clade	33511
Kryptolebias_marmoratus	8	Chordata	phylum	7711
Kryptolebias_marmoratus	9	Craniata	subphylum	89593
Kryptolebias_marmoratus	10	Vertebrata	clade	7742
Kryptolebias_marmoratus	11	Gnathostomata	clade	7776
Kryptolebias_marmoratus	12	Teleostomi	clade	117570
Kryptolebias_marmoratus	13	Euteleostomi	clade	117571
Kryptolebias_marmoratus	14	Actinopterygii	superclass	7898
Kryptolebias_marmoratus	15	Actinopteri	class	186623
Kryptolebias_marmoratus	16	Neopterygii	subclass	41665
Kryptolebias_marmoratus	17	Teleostei	infraclass	32443
Kryptolebias_marmoratus	18	Osteoglossocephalai	clade	1489341
Kryptolebias_marmoratus	19	Clupeocephala	no rank	186625
Kryptolebias_marmoratus	20	Euteleosteomorpha	cohort	1489388
Kryptolebias_marmoratus	21	Neoteleostei	clade	123365
Kryptolebias_marmoratus	22	Eurypterygia	clade	123366
Kryptolebias_marmoratus	23	Ctenosquamata	clade	123367
Kryptolebias_marmoratus	24	Acanthomorphata	clade	123368
Kryptolebias_marmoratus	25	Euacanthomorphacea	clade	123369
Kryptolebias_marmoratus	26	Percomorphaceae	clade	1489872
Kryptolebias_marmoratus	27	Ovalentaria	clade	1489908
Kryptolebias_marmoratus	28	Atherinomorphae	superorder	1489913
Kryptolebias_marmoratus	29	Cyprinodontiformes	order	28738
Kryptolebias_marmoratus	30	Aplocheiloidei	suborder	45443
Kryptolebias_marmoratus	31	Rivulidae	family	28771
Kryptolebias_marmoratus	32	Kryptolebias	genus	326431
Kryptolebias_marmoratus	33	Kryptolebias marmoratus	species	37003
Kudoa_iwatai	1	cellular organisms	no rank	131567
Kudoa_iwatai	2	Eukaryota	superkingdom	2759
Kudoa_iwatai	3	Opisthokonta	clade	33154
Kudoa_iwatai	4	Metazoa	kingdom	33208
Kudoa_iwatai	5	Eumetazoa	clade	6072
Kudoa_iwatai	6	Cnidaria	phylum	6073
Kudoa_iwatai	7	Myxozoa	class	35581
Kudoa_iwatai	8	Myxosporea	subclass	35582
Kudoa_iwatai	9	Multivalvulida	order	69467
Kudoa_iwatai	10	Kudoidae	family	69468
Kudoa_iwatai	11	Kudoa	genus	69469
Kudoa_iwatai	12	Kudoa iwatai	species	269814
Labeo_rohita	1	cellular organisms	no rank	131567
Labeo_rohita	2	Eukaryota	superkingdom	2759
Labeo_rohita	3	Opisthokonta	clade	33154
Labeo_rohita	4	Metazoa	kingdom	33208
Labeo_rohita	5	Eumetazoa	clade	6072
Labeo_rohita	6	Bilateria	clade	33213
Labeo_rohita	7	Deuterostomia	clade	33511
Labeo_rohita	8	Chordata	phylum	7711
Labeo_rohita	9	Craniata	subphylum	89593
Labeo_rohita	10	Vertebrata	clade	7742
Labeo_rohita	11	Gnathostomata	clade	7776
Labeo_rohita	12	Teleostomi	clade	117570
Labeo_rohita	13	Euteleostomi	clade	117571
Labeo_rohita	14	Actinopterygii	superclass	7898
Labeo_rohita	15	Actinopteri	class	186623
Labeo_rohita	16	Neopterygii	subclass	41665
Labeo_rohita	17	Teleostei	infraclass	32443
Labeo_rohita	18	Osteoglossocephalai	clade	1489341
