species	tRNA_GFF	prop_cds_expressed	nb_genes	nb_genes_filtered	nb_codon_not_decoded	rho_aa_fpkm	pval_aa_fpkm	rho_gc3_gci	pval_gc3_gci	gc3	gci	nb_aa_POC1	nb_busco_POC1	expressed_overused_POC1	expressed_overused_background_POC1	constraint_overused_POC1	nb_aa_POC2	nb_busco_POC2	expressed_overused_POC2	expressed_overused_background_POC2	constraint_overused_POC2	nb_aa_POCs	nb_busco_POCs	expressed_overused_POCs	expressed_overused_background_POCs	constraint_overused_POCs
Zootermopsis_nevadensis	TRUE	0.968834005376344	12381	11533	2	0.77657203412742	0.0000566517219328007	0.598334212792032	0	0.447226974360888	0.361831578497272	14	954	0.508999999999998	0.687999999999994	-0.486434027099836	7	954	-5.232	-3.212	2.34015548926474	20	954	-0.631999999999999	0.288000000000005	0.752699473998064
Acyrthosiphon_pisum	TRUE	0.735437310269775	18614	12840	0	0.636295902317398	0.00256028354275286	0.53687878491845	0	0.36261690577984	0.251036241933109	16	874	3.406	2.187	-0.992383837508115	6	874	-0.558999999999998	0.00600000000000045	-3.30926572751638	22	874	3.051	2.555	-0.921159372371233
Cimex_lectularius	TRUE	0.958184902459712	11949	11297	0	0.324812030075188	0.162323155769999	0.311662413502435	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104146867138113	0.466397544210079	0.314420770951734	24	945	1.28	1.041	1.02529198130631	0	NA	NA	NA	NA	24	945	1.28	1.041	1.02529198130631
Halyomorpha_halys	TRUE	0.977251838235294	14467	12759	0	0.778743758604436	0.0000523327340683875	0.181760615731892	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000661082124895161	0.368567292399123	0.289226584703579	20	947	4.943	4.71200000000001	0.676587201469325	5	947	3.518	5.885	-0.00665211688329337	25	947	5.02299999999999	5.88199999999999	0.302896843966732
Athalia_rosae	TRUE	0.961780492319082	10943	10393	0	0.768307357138429	0.0000760196340794643	0.688359303132199	0	0.450533996857017	0.346093342336176	22	971	6.74400000000001	6.83900000000001	1.65831380048831	6	971	4.434	5.485	2.62737536838568	28	971	6.285	6.765	1.71100823944505
Cephus_cinctus	TRUE	0.968661221590909	11594	10911	0	0.695740103467587	0.00065826962129232	0.699884161917202	0	0.417043382610824	0.310466976719618	20	966	7.50000000000001	7.937	0.120875704735274	6	966	4.885	7.41	1.49802367281147	26	966	7.034	8.21	-0.00247751712258992
Orussus_abietinus	TRUE	0.980563554092966	10045	9535	0	0.714414440561619	0.000401831300973808	0.835779820809741	0	0.525195047161165	0.357868586980666	27	963	0.689000000000006	2.01700000000001	0.342951466069941	6	963	-3.435	0.123000000000001	1.12056265823949	33	963	-0.126999999999999	2.185	0.261490242253809
Nasonia_vitripennis	TRUE	0.859593752528931	13356	10622	0	0.859303330001112	0.00000121737916239567	0.781114108190791	0	0.511408203221207	0.325740799440924	21	945	8.226	7.335	-0.249967383776717	6	945	5.091	5.77	-0.55050207547247	27	945	7.662	7.217	-0.468713663353831
Trichogramma_pretiosum	TRUE	0.964336775218427	12773	12141	0	0.688567658033865	0.000788209520227316	0.740445604713434	0	0.473974225628432	0.296598933705165	19	907	6.397	5.046	-0.150674312825849	6	907	0.353000000000003	2.069	-0.878176359450761	25	907	5.35	5.069	-0.499833444509679
Harpegnathos_saltator	TRUE	0.837548015364917	12654	10466	0	0.778118747750216	0.0000535455800536879	0.831211821777348	0	0.516780907414315	0.343366751255065	22	945	3.589	3.607	-0.985368506448303	5	945	-1.406	-0.426000000000004	-0.117712550563093	27	945	2.907	3.134	-0.776026825527099
Linepithema_humile	TRUE	0.937072260243534	11610	10543	0	0.644696498469684	0.00214952179779594	0.718027875658115	0	0.458011915046506	0.275843993921892	19	960	3.427	3.815	-0.399775790035367	6	960	-1.492	0.431999999999994	0.350579206005358	25	960	2.408	3.407	-0.198212343300941
Camponotus_floridanus	TRUE	0.772977346278317	12512	9554	0	0.788386286085304	0.0000364051210832675	0.681285147643261	0	0.422734328429804	0.245979599418151	14	957	2.397	2.926	0.158191807715075	6	957	4.332	3.535	-1.22678439667184	20	957	2.893	2.876	-0.11467459337331
Pogonomyrmex_barbatus	TRUE	0.900979934671022	11348	9654	0	0.740016962683099	0.000191428391923998	0.679861162954857	0	0.440798754115702	0.269919812415999	17	964	5.982	6.507	1.1232536548676	6	964	-2.419	-0.770999999999997	-0.861171274370248	23	964	4.006	4.95	0.457620528447344
Polistes_canadensis	TRUE	0.929296098734442	9876	8885	0	0.725153437904767	0.000297306530149831	0.718602762945085	0	0.299383300777443	0.230959290600455	21	961	2.161	1.898	0.972548794171868	6	961	4.139	4.782	0.461012929235841	27	961	3.06	3.024	0.643068990437501
Polistes_dominula	TRUE	0.941833316414577	10179	9278	0	0.728329236854413	0.000271250927787022	0.678084967059161	0	0.281755514136305	0.222059910266496	22	965	-0.322	-0.197000000000003	-0.386285030257894	6	965	6.302	6.132	0.213872193110226	28	965	1.77599999999999	1.53099999999999	-0.479278869332583
Solenopsis_invicta	TRUE	0.833808679565251	14825	10817	0	0.701891789920176	0.000561746177540413	0.597700967760165	0	0.46438709689095	0.281894592572192	20	954	4.19099999999999	3.464	2.10396713080777	6	954	2.735	2.68	0.541909134208451	26	954	3.945	3.411	1.80422167929593
Acromyrmex_echinatior	TRUE	0.90524861878453	11219	9831	0	0.601442840927262	0.00502880162659785	0.57556764282515	0	0.426766864477869	0.267253192688606	20	964	4.392	3.989	1.93337099099847	6	964	0.827	1.431	0.0261837505176443	26	964	3.824	3.833	1.45159923242811
Atta_cephalotes	TRUE	0.128285483218763	10491	1269	0	0.685449122741564	0.000851125230430831	0.427641067128189	0.000000000000000000000000000000000000000000000000000000338551928352886	0.398589866481441	0.251168334484665	20	956	2.852	2.668	1.48838167055898	6	956	7.867	6.76	0.198061002800548	26	956	4.06	3.321	1.05013515299076
Dufourea_novaeangliae	TRUE	0.937374165518703	9844	8846	0	0.721788027500411	0.000327218471293622	0.829655964463265	0	0.431023774719094	0.31293918190619	23	971	2.698	2.77599999999999	-2.25083032318445	6	971	0.0519999999999965	2.595	-1.04849093091233	29	971	2.327	3.42500000000001	-2.12160377249463
Megachile_rotundata	TRUE	0.888772895511056	10788	9365	0	0.834992884181085	0.0000046538864689168	0.848740335651946	0	0.379541508760741	0.281380406729522	25	960	3.412	3.95300000000001	-0.810515819710711	6	960	-2.398	0.586000000000003	-0.663891137479455	31	960	2.534	4.256	-0.989317773236448
Habropoda_laboriosa	TRUE	0.935873906941596	10069	8669	0	0.577509759087474	0.0076646596242317	0.856083236375537	0	0.387259471680364	0.293920147373818	20	964	3.551	3.321	-0.224359259204598	6	964	1.251	3.365	-1.70728295712128	26	964	3.36899999999999	4.077	-0.888039703937565
Eufriesea_mexicana	TRUE	0.946146044624746	10297	9329	0	0.698284098754926	0.000616775155041642	0.867920345355214	0	0.356550607065633	0.268299527158522	20	946	5.28000000000001	5.04100000000001	-0.141576218144079	6	946	-1.127	1.626	-2.23471267706424	26	946	4.343	5.113	-0.693088959643468
Apis_mellifera	TRUE	0.96126796452961	9935	9431	0	0.643291011388314	0.00221412370684854	0.860191265090721	0	0.311712579917833	0.195953514849928	19	970	9.531	6.373	0.370442189154541	6	970	-16.092	-7.969	-2.07340926958563	25	970	3.963	6.743	0.0937322172115507
Apis_florea	TRUE	0.938515196811161	10863	9418	0	0.609461596403798	0.00433467434771346	0.859397017383868	0	0.311110426613334	0.202479949949754	19	973	6.877	4.762	2.88297304007369	6	973	-11.962	-5.342	-2.59210697019679	25	973	2.988	4.74	1.35943497005551
Apis_cerana	TRUE	0.949804164089878	10621	9215	0	0.698872900501164	0.000607494089370211	0.854315874214696	0	0.307649011636675	0.200479106842657	21	955	1.589	-0.504999999999994	1.62694078361527	6	955	-15.577	-7.584	-1.3082326354716	27	955	-1.66	1.04	0.830029816294747
Melipona_quadrifasciata	FALSE	0.704571298612691	14257	9294	2	0.633416177012665	0.00271533708629306	0.814706369003801	0	0.388595202431731	0.293069428177678	22	896	2.743	1.928	1.59185592357802	7	896	-5.405	-1.678	-0.0530325061614323	28	896	1.102	3.01	1.0563915247137
Bombus_terrestris	TRUE	0.952625853031352	10581	9632	0	0.676792932893851	0.00104842330535699	0.842408736775583	0	0.353767192139688	0.268971477493115	24	966	4.66000000000001	4.17200000000001	3.81825300646822	6	966	-2.706	0.921000000000005	-1.45116543909047	30	966	3.31199999999999	4.61199999999999	2.40210592801225
Onthophagus_taurus	TRUE	0.735388797481937	14537	10280	0	0.744168758444874	0.000168401235436999	0.255399664097248	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000599904853546145	0.310460178238646	0.250756470333554	20	931	1.25999999999999	0.281999999999993	-0.246196196577808	6	931	5.144	7.43	-0.879337650397571	26	931	2.835	3.22399999999999	-0.748839488107611
Tribolium_castaneum	TRUE	0.942503351999369	12875	11950	0	0.661390641251525	0.00149502479302004	0.406717536648555	0	0.521000699678411	0.305982810119726	20	961	0.725000000000003	2.852	0.431402383108331	5	961	3.572	3.282	0.571884135580725	25	961	1.153	2.81	0.616138653329606
Dendroctonus_ponderosae	TRUE	0.894823486372782	13021	9784	0	0.463600399234897	0.0395113372203828	0.744332202077046	0	0.487434393739351	0.352553888599036	21	910	5.247	5.47000000000001	0.497865877294884	6	910	6.105	6.248	2.61634651330099	27	910	5.421	5.705	1.05770435167825
Anoplophora_glabripennis	TRUE	0.770048864616269	14828	10716	0	0.773805536525403	0.0000625958678788568	0.352943438603843	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000890599542889678	0.423879357864016	0.291055356680349	16	946	2.626	2.028	-0.557136029204625	6	946	4.752	5.803	3.61485760199585	22	946	3.158	3.212	0.26238928163751
Leptinotarsa_decemlineata	TRUE	0.914356074425392	14000	10025	0	0.727276918455726	0.000279659541440784	0.307004860709115	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102829046487829	0.393944431042711	0.328134104412026	22	926	4.68500000000001	3.73900000000001	0.788255302018148	6	926	2.023	3.73	3.27438002335093	28	926	4.36300000000001	4.434	1.18070506987319
Bombyx_mori	TRUE	0.809414841451455	13804	9904	0	0.702296270017705	0.000555844874557419	0.517641999880033	0	0.487858205165052	0.347564805642144	25	957	4.277	3.57799999999999	-0.191535634911355	6	957	7.133	9.343	4.91616389392272	31	957	5.191	5.784	1.11328357365813
Danaus_plexippus	FALSE	0.889435255550589	15232	11938	0	0.794728339609102	0.0000283843286113264	0.6218028893731	0	0.471698951093481	0.281952150750736	23	934	9.28100000000001	9.274	0.357908346750496	4	934	11.394	12.456	4.00366726014958	27	934	9.689	9.931	0.876896081502238
Aedes_aegypti	TRUE	0.845020501772187	14626	12159	0	0.781496858575839	0.0000472679406641745	0.229598438577644	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000216300263598052	0.576519924318576	0.362823641341967	19	909	9.07	9.117	4.82188098664029	2	909	13.131	13.174	2.67142077859053	21	909	9.14200000000001	9.16100000000001	4.75542584246219
Culex_quinquefasciatus	FALSE	0.482499463173717	18883	8988	0	0.79428362142068	0.0000288920071124081	0.113744571248599	0.00000000000000000000000030053486364882	0.712159688094653	0.359138639552826	18	882	11.428	10.505	4.96741985257897	5	882	8.709	8.436	3.49274110365408	23	882	10.912	10.202	5.68155462509868
Anopheles_gambiae	FALSE	0.921123548922056	12603	8887	0	0.703357141120948	0.000540616268039606	0.472570879810505	0	0.698472595243916	0.429482811129662	18	946	11.651	10.651	5.78121698754781	6	946	8.465	8.056	5.988558580575	24	946	10.946	9.993	6.22458801568356
Drosophila_grimshawi	FALSE	0.64687840785169	14982	9491	0	0.787631849447902	0.0000374783092070757	0.220999568072471	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111725025927991	0.591531512838812	0.327243134180763	19	925	7.673	7.71	6.15506689065204	6	925	8.7	9.993	2.35713634113699	25	925	8	8.528	4.83417850996927
Drosophila_pseudoobscura	FALSE	0.921743472677985	14574	12921	0	0.843692644893075	0.00000295582068074896	0.491548442554333	0	0.66554514371791	0.407827404477747	20	931	8.831	9.976	5.09240992447852	6	931	3.51100000000001	4.97100000000001	6.32775737882373	26	931	7.687	8.86	5.31124152486017
Drosophila_melanogaster	FALSE	0.82819319173698	13931	11386	0	0.852513400264492	0.00000181281734677542	0.45481475281714	0	0.652311368572543	0.36165152638327	21	956	11.195	10.098	6.01129753806331	6	956	11.645	8.886	6.38723406261491	27	956	11.255	9.62699999999999	6.0246134072273
Drosophila_suzukii	TRUE	0.817354608993802	16335	12396	0	0.744813489401664	0.00016504750202951	0.369826878901756	0	0.666874977208014	0.350538338110428	19	881	9.931	8.708	5.18873598858205	6	881	15.358	12.711	6.6983620391324	25	881	10.977	9.21399999999999	5.74697289690681
Ceratitis_capitata	TRUE	0.916219730212904	12563	11275	0	0.834776595337229	0.00000470514321933425	0.413502346899438	0	0.407522195692898	0.287199472651884	18	970	10.456	10.297	0.934518687006985	6	970	7.595	11.225	1.70707334392604	24	970	9.933	11.238	0.649206912085243
Lucilia_cuprina	TRUE	0.776596474380959	15549	11322	0	0.877500227507806	0.000000375131101057259	0.0433528419772741	0.0000167813183215589	0.317115976647914	0.248510476351318	18	968	8.162	6.75500000000001	-0.566314855366323	6	968	17.765	19.099	0.351159736122458	24	968	10.788	10.305	-1.1443193824494
Musca_domestica	TRUE	0.847181467181467	14883	10971	0	0.834462237730399	0.00000478051668606689	0.258501788291979	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000460529115923081	0.423403673593295	0.315058085579429	20	944	15.457	15.329	2.67897491933197	6	944	15.838	16.772	0.601770809620916	26	944	15.964	16.22	1.49489239293
Enhydra_lutris	TRUE	0.811147330732646	19340	15179	0	0.592315002717837	0.00592794351768236	0.863886148693108	0	0.627696843223185	0.473519766871685	23	944	3.92399999999999	2.42699999999999	1.4094654454592	4	944	1.907	-1.03199999999999	0.164418785053855	27	944	3.652	1.98	1.190134630176
Motacilla_alba	TRUE	0.919063109954457	15594	14126	0	0.517573299039163	0.0194232534082184	0.85118976889338	0	0.635910965481206	0.4685567861893	19	894	2.09900000000001	1.83	1.76681603727096	6	894	11.124	7.472	4.6303845221318	25	894	3.92600000000001	2.941	2.69552898304694
Patagioenas_fasciata	FALSE	0.685272429332241	19528	13382	0	0.839451000339432	0.00000370027685450432	0.878033606578717	0	0.605455543239358	0.466528748136459	20	907	4.55	3.67	2.99180298158548	6	907	4.59799999999999	2.97199999999999	2.77207450364754	26	907	4.51499999999999	3.58099999999999	3.250469738789
Terrapene_carolina	TRUE	0.801894918173988	22254	15827	0	0.6923427000187	0.000717353032185345	0.798796373622312	0	0.562255435530106	0.463074051600675	15	878	-2.583	-1.039	2.03349915732369	4	878	4.86	2.712	-3.23514809943951	19	878	-1.409	-0.135000000000002	2.36476109145434
Osmia_bicornis	TRUE	0.900720354636129	11191	9753	0	0.653016449246976	0.00179850643702629	0.83497081922573	0	0.375931769795569	0.28350240236116	27	934	3.225	2.05299999999999	1.45824605637024	6	934	-2.719	2.02	-0.991699320855216	33	934	2.22600000000001	3.661	0.614390935229103
Neophocaena_asiaeorientalis	TRUE	0.801577955723033	18260	13614	0	0.615500550463	0.00386593142470095	0.864562307729036	0	0.614335475510741	0.463204895363582	19	942	0.214999999999999	-0.286999999999998	-0.202977241121716	4	942	6.834	3.816	-1.15843789202571	23	942	1.158	0.180000000000002	0.111228384895695
Ovis_aries	TRUE	0.776860306974937	21160	15994	0	0.248400609974108	0.290960131061531	0.848643406907542	0	0.626418832825007	0.465580067081347	18	907	-0.0720000000000054	0.945999999999991	2.87606647734817	2	907	-6.121	-4.146	0.089583383104741	20	907	-0.331999999999999	0.734000000000001	2.71202260384086
Lamprotornis_superbus	FALSE	0.618160275743214	14256	5739	0	0.640976470156997	0.00232404199899154	0.834556616014467	0	0.559257635791137	0.431123328968253	19	836	4.34300000000001	3.41500000000001	2.99270984571262	6	836	5.989	3.731	0.576305834673685	25	836	4.735	3.556	2.83471584117125
Nematolebias_whitei	TRUE	0.857091339961877	21341	16637	0	0.815651096212581	0.0000117073784286346	0.365940715548766	0	0.631042015771667	0.388884076332055	21	931	1.958	2.15100000000001	4.22031122117683	4	931	5.464	5.433	1.84908604642534	25	931	2.564	2.848	4.61926565071171
Tetranychus_urticae	TRUE	0.909138472270666	11686	10426	0	0.606962388603855	0.00454193941056154	0.115402945097886	0.0000000000000000000000000012172556307335	0.292661489821109	0.268143801695201	22	820	-0.406000000000006	0.441999999999987	2.00546381939083	6	820	8.929	9.985	-0.152610243306317	28	820	2.439	3.888	1.16990155307876
Ixodes_scapularis	TRUE	0.429859229983569	24501	9680	0	0.543265767034579	0.0133038756798684	0.415454032223266	0	0.729315487485474	0.451356629489522	19	845	3.898	3.689	4.40739753098897	1	845	6.12900000000001	6.71700000000001	7.06859784933286	20	845	3.747	3.58	4.72054496000221
Centruroides_sculpturatus	TRUE	0.81744580830504	24591	18780	0	0.419706686318882	0.0654364077959156	0.257730955032547	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126521257087022	0.314761450222898	0.287769253409536	14	903	-1.081	-0.687000000000004	-1.73965221634237	6	903	-2.079	-1.729	-1.94480023316403	20	903	-1.018	-0.763999999999998	-1.94301675608749
Eurytemora_affinis	TRUE	0.968173138128581	20716	18252	14	0.332590235256314	0.151919490892926	0.136098169978343	0.000000000000000000000000000000000000000000000000000000000000000000000000217201339751929	0.401360559051497	0.30468442114496	19	902	-1.541	-1.121	0.198171190680213	7	902	6.608	7.295	1.1409860507048	23	902	0.334000000000001	0.918000000000002	0.817015361252016
Tyto_alba	TRUE	0.958822289368281	16281	13645	0	0.680301624791986	0.000964250741447269	0.872068897557989	0	0.564004632687955	0.455582243151083	18	921	3.453	3.067	-0.437707717639235	7	921	3.837	2.179	0.658723999606803	25	921	3.615	3.095	0.238354582296396
Anser_cygnoides	TRUE	0.886127883573309	14709	11447	0	0.571436570092795	0.00848795567952117	0.859631958682691	0	0.548305186574853	0.442816014070668	23	857	2.844	2.23800000000001	2.83313752610104	6	857	3.311	1.996	2.68135581943803	29	857	3.017	2.193	2.64383970029963
Ursus_arctos	TRUE	0.756250622571969	20480	15184	0	0.770332198900235	0.0000708133446976165	0.860476778558312	0	0.621989497682759	0.468819107689218	20	953	-1.634	-0.325999999999999	-1.22685689156463	4	953	-6.472	-3.426	-0.518645551528962	24	953	-2.13100000000001	-0.529000000000007	-1.09370716385846
Seriola_lalandi	TRUE	0.756884377758164	25802	17151	0	0.706280606547366	0.000500470185153833	0.474193900310612	0	0.629359367482479	0.382706090451679	17	912	3.71699999999999	4.12199999999999	4.54675310986076	5	912	2.28200000000001	2.73000000000001	2.53667915870045	22	912	3.51699999999999	3.92299999999999	4.92998376628263
Balaenoptera_acutorostrata	TRUE	0.864141122035859	18832	14941	0	0.584870527120854	0.00675553366316515	0.855084733215684	0	0.613752520648779	0.458853906499773	20	927	-2.772	-3.008	1.00612220655651	5	927	-1.247	-1.279	0.645725521689577	25	927	-2.422	-2.622	1.02748106451037
