species	NCBI.taxid	value	db	life_history_traits
Carcharodon_carcharias	13397	3000	ADW	weight_kg
Certhia_familiaris	73333	2993	AnAge	lifespan_days
Cinclus_mexicanus	161649	2956.5	AnAge;EOL	lifespan_days
Gasterosteus_aculeatus	69293	2920	AnAge;ADW;fishbase	lifespan_days
Dallia_pectoralis	75939	2920	AnAge;EOL;fishbase	lifespan_days
Apis_mellifera	7460	2920	AnAge	lifespan_days
Archocentrus_centrarchus	63155	2920	en.aqua-fish.net	lifespan_days
Pipistrellus_kuhlii	59472	2920	AnAge	lifespan_days
Zootoca_vivipara	8524	2920	ADW	lifespan_days
Anabas_testudineus	64144	2920	AnAge;EOL	lifespan_days
Oncorhynchus_nerka	8023	2920	AnAge;fishbase;ADW	lifespan_days
Ictidomys_tridecemlineatus	43179	2883.5	AnAge	lifespan_days
Peromyscus_leucopus	10041	2883.5	AnAge	lifespan_days
Atrichornis_clamosus	449594	2847	AnAge	lifespan_days
Tegillarca_granosa	220873	2737.5	EOL	lifespan_days
Jaculus_jaculus	51337	2664.5	AnAge	lifespan_days
Panurus_biarmicus	181101	2591.5	AnAge;EOL	lifespan_days
Centrocercus_urophasianus	9002	2555	AnAge;ADW	lifespan_days
Origma_solitaria	720586	2555	AnAge	lifespan_days
Ochotona_princeps	9978	2555	AnAge;ADW	lifespan_days
Notolabrus_celidotus	1203425	2555	AnAge;EOL;fishbase	lifespan_days
Crassostrea_gigas	29159	2555	AnAge	lifespan_days
Oncorhynchus_keta	8018	2555	AnAge;fishbase;EOL	lifespan_days
Talpa_occidentalis	50954	2520	EOL Talpa europaea	lifespan_days
Toxostoma_redivivum	99882	2518.5	AnAge;EOL	lifespan_days
Daphoenositta_chrysoptera	254528	2518.5	AnAge	lifespan_days
Dibothriocephalus_latus	60516	2500	EOL	length_cm
Pitangus_sulphuratus	371930	2490	ADW	lifespan_days
Solenopsis_invicta	13686	2482	Romiguier 2014	lifespan_days
Arvicanthis_niloticus	61156	2445.5	ADW;AnAge	lifespan_days
Pelecanoides_urinatrix	37079	2372.5	ADW	lifespan_days
Mirounga_angustirostris	9716	2300	ADW	weight_kg
Regulus_satrapa	13245	2299.5	AnAge;ADW;EOL	lifespan_days
Zootermopsis_nevadensis	136037	2299.5	Thorne 2002	lifespan_days
Meriones_unguiculatus	10047	2299.5	AnAge	lifespan_days
Apodemus_sylvaticus	10129	2299.5	AnAge	lifespan_days
Gracilinanus_agilis	191870	2226.5	AnAge;ADW	lifespan_days
Eleutherodactylus_coqui	57060	2190	ADW	lifespan_days
Mus_musculus	10090	2190	ADW format	lifespan_days
Chloebia_gouldiae	44316	2190	AnAge Erythrura gouldiae;EOL	lifespan_days
Coturnix_japonica	93934	2190	AnAge;ADW	lifespan_days
Larimichthys_crocea	215358	2190	fishbase;EOL	lifespan_days
Mizuhopecten_yessoensis	6573	2190	EOL	lifespan_days
Molossus_molossus	27622	2044	AnAge	lifespan_days
Peromyscus_californicus	42520	2007.5	AnAge;ADW	lifespan_days
Danio_rerio	7955	2007.5	AnAge	lifespan_days
Rhincodon_typus	259920	2000	fishbase;EOL;ADW	length_cm
Cricetulus_griseus	10029	1934.5	EOL Cricetulus barabensis	lifespan_days
Microtus_ochrogaster	79684	1934.5	AnAge	lifespan_days
Physeter_catodon	9755	1900	ADW text	length_cm
Sceloporus_undulatus	8520	1825	ADW	lifespan_days
Podilymbus_podiceps	9252	1825	ADW	lifespan_days
Cyprinodon_tularosa	77115	1825	AnAge;EOL;fishbase	lifespan_days
Pimephales_promelas	90988	1825	fishbase	lifespan_days
Eriocheir_sinensis	95602	1825	ADW	lifespan_days
Oryzias_latipes	8090	1825	AnAge;EOL	lifespan_days
Arvicola_amphibius	1047088	1825	ADW	lifespan_days
Oncorhynchus_kisutch	8019	1825	ADW;AnAge;EOL;fishbase	lifespan_days
Necator_americanus	51031	1825	ADW text	lifespan_days
Pungitius_pungitius	134920	1825	AnAge;fishbase;EOL	lifespan_days
Poecilia_reticulata	8081	1825	AnAge;EOL	lifespan_days
Xiphophorus_hellerii	8084	1825	AnAge	lifespan_days
Crassostrea_virginica	6565	1825	AnAge	lifespan_days
Galemys_pyrenaicus	202257	1800	EOL	lifespan_days
Myodes_glareolus	447135	1788.5	AnAge	lifespan_days
Phodopus_roborovskii	109678	1752	AnAge	lifespan_days
Onychomys_torridus	38674	1679	ADW;AnAge	lifespan_days
Delphinapterus_leucas	9749	1600	ADW	weight_kg
Monodon_monoceros	40151	1600	ADW	weight_kg
Polioptila_caerulea	66707	1533	AnAge;EOL	lifespan_days
Rattus_rattus	10117	1533	AnAge	lifespan_days
Trichechus_manatus	9778	1500	ADW;EOL	weight_kg
Calcarius_ornatus	198940	1460	ADW	lifespan_days
Loxia_leucoptera	96539	1460	AnAge;EOL	lifespan_days
Psammomys_obesus	48139	1460	ADW	lifespan_days
Dermacentor_andersoni	34620	1460	ADW	lifespan_days
Boleophthalmus_pectinirostris	150288	1460	EOL;fishbase	lifespan_days
Condylura_cristata	143302	1460	ADW	lifespan_days
Rattus_norvegicus	10116	1460	ADW	lifespan_days
Fundulus_heteroclitus	8078	1460	EOL;fishbase	lifespan_days
Pardalotus_punctatus	254575	1460	AnAge	lifespan_days
Nibea_albiflora	240163	1460	fishbase;EOL	lifespan_days
Pomacea_canaliculata	400727	1460	ADW	lifespan_days
Antechinus_flavipes	38775	1423.5	AnAge	lifespan_days
Bos_taurus	9913	1363	ADW	weight_kg
Mus_caroli	10089	1204.5	AnAge observations	lifespan_days
Crocodylus_porosus	8502	1200	ADW	weight_kg
Bubalus_bubalis	89462	1200	ADW	weight_kg
Suncus_etruscus	109475	1168	AnAge	lifespan_days
Sorex_araneus	42254	1168	AnAge	lifespan_days
Dromiciops_gliroides	33562	1152	EOL	lifespan_days
Eumetopias_jubatus	34886	1120	ADW	weight_kg
Syngnathus_scovelli	161590	1095	AnAge;EOL;fishbase	lifespan_days
Etheostoma_cragini	417921	1095	AnAge;EOL;fishbase	lifespan_days
Mytilus_californianus	6549	1095	ADW;AnAge	lifespan_days
Penaeus_monodon	6687	1095	ADW	lifespan_days
Apis_florea	7463	1095	Apis_mellifera	lifespan_days
Apis_cerana	7461	1095	Apis_mellifera	lifespan_days
Acomys_russatus	60746	1095	ADW	lifespan_days
Harmonia_axyridis	115357	1095	ADW	lifespan_days
Gambusia_affinis	33528	1095	AnAge;fishbase;EOL	lifespan_days
Oncorhynchus_gorbuscha	8017	1095	AnAge;fishbase;EOL	lifespan_days
Ctenocephalides_felis	7515	1095	ADW	lifespan_days
Balaenoptera_acutorostrata	9767	1020	ADW text	length_cm
Orcinus_orca	9733	975	ADW	length_cm
Ochotona_curzoniae	130825	957	ADW	lifespan_days
Equus_caballus	9796	900	ADW	weight_kg
Bison_bison	9901	900	ADW	weight_kg
Dermochelys_coriacea	27794	900	ADW	weight_kg
Globicephala_melas	9731	850	ADW	length_cm
Pedionomus_torquatus	227192	839.5	AnAge	lifespan_days
Ursus_maritimus	29073	800	ADW	weight_kg
Pristis_pectinata	685728	760	fishbase;EOL	length_cm
Bos_indicus	9915	750	AnAge Bos taurus	weight_kg
Sorex_cinereus	36803	730	ADW	lifespan_days
Dracunculus_medinensis	318479	730	ADW	lifespan_days
Menidia_menidia	238744	730	AnAge;fishbase;EOL	lifespan_days
Dendroctonus_ponderosae	77166	730	ADW	lifespan_days
Ixodes_scapularis	6945	730	ADW	lifespan_days
Octopus_bimaculoides	37653	730	ADW Octopus bimaculatus	lifespan_days
Armadillidium_vulgare	13347	730	ADW	lifespan_days
Betta_splendens	158456	730	EOL;AnAge;fishbase;ADW	lifespan_days
Penaeus_vannamei	6689	730	ADW Penaeus monodon	lifespan_days
Coccinella_septempunctata	41139	730	ADW	lifespan_days
Ciona_intestinalis	7719	730	AnAge	lifespan_days
Leptinotarsa_decemlineata	7539	720	ADW	lifespan_days
Carcharodon_carcharias	13397	720	EOL	length_cm
Crocodylus_porosus	8502	700	ADW text	length_cm
Delphinapterus_leucas	9749	700	ADW	length_cm
Camelus_bactrianus	9837	690	ADW	weight_kg
Camelus_dromedarius	9838	690	ADW	weight_kg
Harpegnathos_saltator	610380	653.35	Liebig 2004	lifespan_days
Gavialis_gangeticus	94835	650	ADW	length_cm
Xiphias_gladius	8245	650	fishbase	weight_kg
Elephas_maximus	9783	640	ADW	length_cm
Ursus_arctos	9644	600	ADW	weight_kg
Leptonychotes_weddellii	9713	600	ADW	weight_kg
Mirounga_leonina	9715	600	ADW	length_cm
Cimex_lectularius	79782	572	Johnson 1940	lifespan_days
Caretta_caretta	8467	545	ADW	weight_kg
Monodon_monoceros	40151	509.253	EOL	length_cm
Polistes_canadensis	91411	506	Southon 2015	lifespan_days
Polistes_dominula	743375	506	Southon 2015 Polistes_canadensis	lifespan_days
Tursiops_truncatus	9739	500	ADW	weight_kg
Mirounga_angustirostris	9716	500	ADW	length_cm
Cervus_elaphus	9860	497	ADW	weight_kg
Hippoglossus_hippoglossus	8267	470	EOL;fishbase	length_cm
Xiphias_gladius	8245	455	fishbase;EOL	length_cm
Trichechus_manatus	9778	450	ADW	length_cm
Microtus_oregoni	111838	450	EOL	lifespan_days
Alligator_mississippiensis	8496	437	ADW	length_cm
Panthera_leo	9689	433.2	EOL	weight_kg
Panthera_tigris	9694	423	ADW	weight_kg
Ursus_americanus	9643	409	ADW	weight_kg
Strongyloides_ratti	34506	401.5	AnAge	lifespan_days
Nothobranchius_furzeri	105023	401.5	AnAge	lifespan_days
Budorcas_taxicolor	37181	400	ADW	weight_kg
Loxodonta_africana	9785	400	ADW	length_cm
Epinephelus_lanceolatus	310571	400	fishbase	weight_kg
Zalophus_californianus	9704	390	ADW	weight_kg
Tursiops_truncatus	9739	381	ADW	length_cm
Bison_bison	9901	380	ADW	length_cm
Ceratotherium_simum	9807	377	ADW	length_cm
Panthera_tigris	9694	370	ADW	length_cm
Hippocampus_zosterae	109293	365	ADW format;AnAge;fishbase	lifespan_days
Bombus_affinis	309941	365	ADW	lifespan_days
Hypomesus_transpacificus	137520	365	EOL;fishbase	lifespan_days
Agrilus_planipennis	224129	365	ADW	lifespan_days
Aplysia_californica	6500	365	ADW	lifespan_days
Linepithema_humile	83485	365	ADW	lifespan_days
Hermetia_illucens	343691	365	ADW	lifespan_days
Macrostomum_lignano	282301	365	AnAge	lifespan_days
Polistes_fuscatus	30207	365	ADW	lifespan_days
Vespa_mandarinia	7446	365	ADW text	lifespan_days
Fasciolopsis_buski	27845	365	ADW	lifespan_days
Bombus_impatiens	132113	365	ADW text	lifespan_days
Vanessa_cardui	171605	365	ADW	lifespan_days
Hippoglossus_stenolepis	195615	363	fishbase	weight_kg
Alligator_mississippiensis	8496	360	ADW	weight_kg
Aethina_tumida	116153	360	ADW	lifespan_days
Stegostoma_fasciatum	378071	354	fishbase;EOL	length_cm
Pangasianodon_gigas	30993	350	EOL;fishbase	weight_kg
Leptonychotes_weddellii	9713	350	ADW	length_cm
Pristis_pectinata	685728	350	fishbase;EOL	weight_kg
Camelus_bactrianus	9837	345	ADW	length_cm
Eumetopias_jubatus	34886	340	ADW	length_cm
Panthera_leo	9689	330	ADW	length_cm
Elysia_chlorotica	188477	330	ADW	lifespan_days
Hippoglossus_hippoglossus	8267	320	fishbase	weight_kg
Equus_asinus	9793	320	ADW	weight_kg
Rangifer_tarandus	9870	318	ADW	weight_kg
Varanus_komodoensis	61221	310	ADW	length_cm
Atractosteus_spatula	7917	305	fishbase	length_cm
Equus_quagga	89248	300	ADW	weight_kg
Pangasianodon_gigas	30993	300	EOL;fishbase	length_cm
Halyomorpha_halys	286706	300	ADW	lifespan_days
Bubalus_bubalis	89462	300	ADW	length_cm
Equus_caballus	9796	280	ADW	length_cm
Ursus_arctos	9644	280	ADW	length_cm
Gorilla_gorilla	9593	275	ADW	weight_kg
Cervus_canadensis	1574408	275	EOL	weight_kg
Callorhinus_ursinus	34884	275	ADW	weight_kg
Sus_scrofa	9823	272	ADW	weight_kg
Cervus_elaphus	9860	270	ADW	length_cm
Epinephelus_lanceolatus	310571	270	fishbase;EOL	length_cm
Halichoerus_grypus	9711	268	AnAge	weight_kg
Hippoglossus_stenolepis	195615	267	EOL;fishbase	length_cm
Thunnus_maccoyii	8240	260	fishbase	weight_kg
Lipotes_vexillifer	118797	253	ADW	length_cm
Seriola_aureovittata	2871759	250	ADW;EOL Seriola lalandi;fishbase	length_cm
Ursus_maritimus	29073	250	ADW;EOL	length_cm
Polyodon_spathula	7913	250	ADW	length_cm
Megalops_atlanticus	7932	250	EOL;fishbase	length_cm
Seriola_lalandi	302047	250	ADW;EOL;fishbase	length_cm
Electrophorus_electricus	8005	250	ADW;fishbase;EOL	length_cm
Lagenorhynchus_obliquidens	90247	250	ADW	length_cm
Bos_taurus	9913	245	NA	length_cm
Thunnus_maccoyii	8240	245	fishbase;EOL	length_cm
Haliaeetus_albicilla	8969	240	EOL	length_cm
Zalophus_californianus	9704	240	ADW;EOL	length_cm
Sus_scrofa	9823	240	ADW	length_cm
Anarrhichthys_ocellatus	433405	240	EOL;fishbase	length_cm
Crotalus_adamanteus	8729	240	ADW	length_cm
Sepia_pharaonis	158019	240	ADW	lifespan_days
Thunnus_albacares	8236	239	fishbase;EOL	length_cm
Rangifer_tarandus	9870	230	ADW	length_cm
Bagarius_yarrelli	175774	230	fishbase	length_cm
Fregata_magnificens	37042	230	ADW	length_cm
Panthera_pardus	9691	230	ADW	length_cm
Cheilinus_undulatus	241271	229	fishbase;EOL	length_cm
Vicugna_pacos	30538	225	ADW Lama pacos	length_cm
Neomonachus_schauinslandi	29088	223.283	EOL Monachus schauinslandi	length_cm
Budorcas_taxicolor	37181	220	ADW	length_cm
Odocoileus_virginianus	9874	220	ADW	length_cm
Naja_naja	35670	220	ADW text	length_cm
Halichoerus_grypus	9711	220	ADW	length_cm
Alligator_sinensis	38654	220	ADW	length_cm
Dissostichus_eleginoides	100907	215	EOL;fishbase	length_cm
Caretta_caretta	8467	213	ADW	length_cm
Dermochelys_coriacea	27794	213	ADW text	length_cm
Callorhinus_ursinus	34884	213	ADW	length_cm
Chelonia_mydas	8469	200	ADW	weight_kg
Ursus_americanus	9643	200	ADW	length_cm
Labeo_rohita	84645	200	EOL;fishbase	length_cm
Oryx_dammah	59534	200	ADW	weight_kg
Megalobrama_amblycephala	75352	200	fishbase;EOL	length_cm
Latimeria_chalumnae	7897	200	EOL;fishbase;ADW text	length_cm
Homo_sapiens	9606	200	NA	length_cm
Blattella_germanica	6973	200	ADW	lifespan_days
Ovis_aries	9940	200	ADW	weight_kg
Struthio_camelus	8801	200	ADW text	length_cm
Dissostichus_mawsoni	36200	200	EOL;fishbase	length_cm
Lates_calcarifer	8187	200	ADW;EOL;fishbase	length_cm
Gadus_morhua	8049	200	fishbase;ADW;EOL	length_cm
Lagenorhynchus_obliquidens	90247	200	ADW	weight_kg
Morone_saxatilis	34816	200	fishbase;EOL	length_cm
Thunnus_albacares	8236	200	fishbase	weight_kg
Oryx_dammah	59534	191	EOL	length_cm
Cheilinus_undulatus	241271	191	fishbase	weight_kg
Ovis_ammon	30527	190	ADW	length_cm
Seriola_dumerili	41447	190	fishbase;EOL	length_cm
Phoca_vitulina	9720	190	ADW	length_cm
Dromaius_novaehollandiae	8790	190	ADW	length_cm
Ovis_ammon	30527	185	ADW	weight_kg
Bicyclus_anynana	110368	182.5	AnAge;EOL	lifespan_days
Pantherophis_guttatus	94885	182	ADW	length_cm
Gavialis_gangeticus	94835	181	ADW	weight_kg
Ovis_aries	9940	180	ADW	length_cm
Ailuropoda_melanoleuca	9646	180	ADW	length_cm
Chanos_chanos	29144	180	fishbase;ADW;EOL	length_cm
Pongo_abelii	9601	180	ADW	length_cm
Ceratitis_capitata	7213	178.85	AnAge	lifespan_days
Pontoporia_blainvillei	48723	177	EOL	length_cm
Gorilla_gorilla	9593	175	ADW text	length_cm
Papio_anubis	9555	175	EOL	length_cm
Clarias_gariepinus	13013	170	fishbase;ADW text;EOL	length_cm
Phoca_vitulina	9720	170	ADW	weight_kg
Tribolium_castaneum	7070	170	Grunwald 2013	lifespan_days
Neophocaena_asiaeorientalis	189058	170	EOL Neophocaena phocaenoides	length_cm
Pan_troglodytes	9598	170	ADW text	length_cm
Capra_hircus	9925	170	ADW text	length_cm
Lipotes_vexillifer	118797	167	ADW	weight_kg
Ictalurus_furcatus	66913	165	EOL;fishbase	length_cm
Varanus_komodoensis	61221	165	ADW	weight_kg
Megalops_atlanticus	7932	161	ADW;fishbase	weight_kg
Grus_americana	9117	160	ADW format	length_cm
Onthophagus_taurus	166361	160	Kotiaho 2001	lifespan_days
Bothrops_jararaca	8724	160	ADW	length_cm
Phalacrocorax_carbo	9209	160	EOL	length_cm
Orycteropus_afer	9818	158	ADW	length_cm
Cygnus_olor	8869	158	ADW	length_cm
Colobus_angolensis	54131	154	EOL	length_cm
Puma_concolor	9696	154	ADW	length_cm
Phocoena_sinus	42100	152	EOL	length_cm
Buceros_rhinoceros	175835	150	ADW text	length_cm
Anguilla_anguilla	7936	150	EOL	length_cm
Phacochoerus_africanus	41426	150	ADW	length_cm
Phacochoerus_africanus	41426	150	ADW	weight_kg
Megalops_cyprinoides	118141	150	fishbase;EOL	length_cm
Ctenopharyngodon_idella	7959	150	EOL;fishbase	length_cm
Bombus_terrestris	30195	150	Amin 2011	lifespan_days
Enhydra_lutris	34882	150	ADW	length_cm
Eurytemora_affinis	88015	150	Life cycle traits of two transatlantic populations of Eurytemora affinis (Copepoda: Calanoida): salinity effects	lifespan_days
Salmo_salar	8030	150	EOL;fishbase	length_cm
Acinonyx_jubatus	32536	150	ADW	length_cm
Esox_lucius	8010	150	fishbase;EOL	length_cm
Lepisosteus_oculatus	7918	150	fishbase;EOL	length_cm
Crocuta_crocuta	9678	150	ADW	length_cm
Oncorhynchus_tshawytscha	74940	150	fishbase;EOL	length_cm
Salvelinus_namaycush	8040	150	fishbase;EOL	length_cm
Pongo_pygmaeus	9600	141	EOL	length_cm
Chlorocebus_sabaeus	60711	140	EOL	length_cm
Cygnus_atratus	8868	140	ADW	length_cm
Equus_asinus	9793	140	ADW	length_cm
Balaeniceps_rex	33584	140	ADW	length_cm
Salmo_trutta	8032	140	fishbase;EOL	length_cm
Gymnogyps_californianus	33616	139.7	ADW text	length_cm
Atractosteus_spatula	7917	137	ADW;fishbase	weight_kg
Odocoileus_virginianus	9874	137	ADW	weight_kg
Thamnophis_sirtalis	35019	137	ADW	length_cm
Epinephelus_moara	300413	136	fishbase;EOL Epinephelus bruneus	length_cm
Muntiacus_muntjak	9888	135	ADW	length_cm
Chiloscyllium_punctatum	137246	132	fishbase;EOL	length_cm
Aptenodytes_forsteri	9233	132	ADW	length_cm
Ictalurus_punctatus	7998	132	fishbase;EOL	length_cm
Cercocebus_atys	9531	131.5	EOL	length_cm
Lontra_canadensis	76717	130	ADW	length_cm
Canis_lupus	9612	130	ADW	length_cm
Struthio_camelus	8801	130	ADW	weight_kg
Lynx_pardinus	191816	130	ADW	length_cm
Hemibagrus_wyckioides	337641	130	fishbase;EOL	length_cm
Silurus_asotus	30991	130	fishbase;EOL	length_cm
Pangasianodon_hypophthalmus	310915	130	fishbase;EOL	length_cm
Ardeotis_kori	89386	128	ADW	length_cm
Piliocolobus_tephrosceles	591936	126.9	EOL	length_cm
Stercorarius_parasiticus	54059	125	EOL	length_cm
Callorhinchus_milii	7868	125	EOL;fishbase	length_cm
Ailuropoda_melanoleuca	9646	125	ADW	weight_kg
Acipenser_ruthenus	7906	125	fishbase;EOL	length_cm
Pan_paniscus	9597	124	ADW	length_cm
Oncorhynchus_mykiss	8022	122	fishbase;EOL	length_cm
Epinephelus_fuscoguttatus	293821	120	EOL;fishbase	length_cm
Chelonia_mydas	8469	120	ADW	length_cm
Anoplopoma_fimbria	229290	120	EOL;fishbase	length_cm
Dracunculus_medinensis	318479	120	ADW	length_cm
Mugil_cephalus	48193	120	ADW;EOL	length_cm
Petromyzon_marinus	7757	120	EOL;fishbase	length_cm
Cyprinus_carpio	7962	120	EOL;fishbase	length_cm
Puma_concolor	9696	120	ADW	weight_kg
Orbicella_faveolata	48498	120	EOL text	length_cm
Rissa_tridactyla	75485	120	EOL	length_cm
Sagittarius_serpentarius	56258	120	ADW text	length_cm
Plectropomus_leopardus	160734	120	fishbase;EOL	length_cm
Macaca_fascicularis	9541	118	EOL	length_cm
Caranx_melampygus	181461	117	EOL;fishbase	length_cm
Castor_canadensis	51338	117	ADW	length_cm
Aedes_albopictus	7160	117	ADW	lifespan_days
Gavia_stellata	37040	116	EOL	length_cm
Panthera_uncia	29064	114.657	EOL Uncia uncia	length_cm
Silurus_meridionalis	175797	114	fishbase;EOL	length_cm
Capra_hircus	9925	113	ADW	weight_kg
Fulmarus_glacialis	30455	112	EOL	length_cm
Hyaena_hyaena	95912	110.47	EOL	length_cm
Balearica_regulorum	925459	110	ADW format	length_cm
Coryphaenoides_rupestris	163118	110	EOL;fishbase	length_cm
Vombatus_ursinus	29139	110	ADW	length_cm
Dicentrarchus_labrax	13489	110	EOL	length_cm
Homarus_americanus	6706	110	ADW	length_cm
Scophthalmus_maximus	52904	110	EOL	length_cm
Echeneis_naucrates	173247	110	fishbase;EOL	length_cm
Drosophila_melanogaster	7227	109.5	AnAge;ADW;EOL	lifespan_days
Harpia_harpyja	202280	109	ADW	length_cm
Colossoma_macropomum	42526	108	EOL;fishbase	length_cm
Oncorhynchus_kisutch	8019	108	fishbase;EOL	length_cm
Thamnophis_elegans	35005	107	ADW	length_cm
Prionailurus_bengalensis	37029	107	ADW error unit	length_cm
Lynx_canadensis	61383	106.7	ADW	length_cm
Gulo_gulo	48420	105	ADW	length_cm
Amblyraja_radiata	386614	105	EOL;fishbase	length_cm
Lynx_rufus	61384	105	ADW	length_cm
Galeopterus_variegatus	482537	103.5	EOL	lifespan_days
Lemur_catta	9447	103.5	EOL	length_cm
Paralichthys_olivaceus	8255	103	EOL;fishbase	length_cm
Rhagoletis_pomonella	28610	103	ADW	lifespan_days
Pleuronectes_platessa	8262	100	EOL;fishbase	length_cm
Gopherus_flavomarginatus	286002	100	ADW	weight_kg
Albula_goreensis	1534307	100	ADW	length_cm
Protopterus_annectens	7888	100	EOL;fishbase	length_cm
Coregonus_clupeaformis	59861	100	ADW;EOL;fishbase	length_cm
Sander_lucioperca	283035	100	EOL;fishbase	length_cm
Monopterus_albus	43700	100	ADW;fishbase;EOL	length_cm
Scyliorhinus_canicula	7830	100	EOL;fishbase	length_cm
Oncorhynchus_keta	8018	100	fishbase;EOL	length_cm
Anas_platyrhynchos	8839	98	EOL	length_cm
Micropterus_salmoides	27706	97	ADW;fishbase;EOL	length_cm
Seriola_aureovittata	2871759	96.8	fishbase	weight_kg
Seriola_lalandi	302047	96.8	fishbase	weight_kg
Gadus_morhua	8049	96	ADW;fishbase	weight_kg
Chiloscyllium_plagiosum	36176	95	EOL;fishbase	length_cm
Latimeria_chalumnae	7897	95	fishbase	weight_kg
Pygoscelis_papua	30457	95	ADW	length_cm
Aptenodytes_patagonicus	9234	95	ADW	length_cm
Sapajus_apella	9515	94.3	EOL	length_cm
Haliaeetus_leucocephalus	52644	94	ADW	length_cm
Anser_cygnoides	8845	94	ADW	length_cm
Xyrauchen_texanus	154827	91	ADW;EOL;fishbase	length_cm
Crotalus_tigris	88082	91	ADW	length_cm
Polyodon_spathula	7913	90.7	fishbase	weight_kg
Pangasius_djambal	1691987	90	EOL;fishbase	length_cm
Symphalangus_syndactylus	9590	90	ADW	length_cm
Podiceps_cristatus	345573	90	EOL	length_cm
Albula_glossodonta	121402	90	EOL;fishbase	length_cm
Drosophila_pseudoobscura	7237	90	Vetukhiv 1957	lifespan_days
Vulpes_vulpes	9627	90	ADW	length_cm
Mastacembelus_armatus	205130	90	fishbase	length_cm
Diuraphis_noxia	143948	90	ADW	lifespan_days
Meles_meles	9662	90	ADW	length_cm
Anseranas_semipalmata	8851	90	ADW	length_cm
Scleropages_formosus	113540	90	fishbase;EOL	length_cm
Pongo_abelii	9601	90	ADW	weight_kg
Moschus_berezovskii	68408	89.999	EOL	length_cm
Chelonoidis_abingdonii	106734	88.60592	EOL	weight_kg
Manis_javanica	9974	88	ADW	length_cm
Notechis_scutatus	8663	87.1	EOL	length_cm
Pongo_pygmaeus	9600	87	ADW	weight_kg
Sula_dactylatra	56068	86	ADW	length_cm
Salvelinus_fontinalis	8038	86	EOL;fishbase	length_cm
Hemibagrus_wyckioides	337641	86	fishbase;EOL	weight_kg
Prionailurus_viverrinus	61388	85.7	ADW	length_cm
Anhinga_anhinga	56067	85	ADW	length_cm
Aquila_chrysaetos	8962	84	ADW	length_cm
Macaca_nemestrina	9545	84	EOL	length_cm
Oncorhynchus_nerka	8023	84	fishbase;EOL	length_cm
Rhinopithecus_bieti	61621	83	ADW	length_cm
Alosa_alosa	278164	83	fishbase;EOL	length_cm
Orycteropus_afer	9818	82	ADW	weight_kg
Macaca_mulatta	9544	82	EOL	length_cm
Cathartes_aura	43455	81	ADW	length_cm
Seriola_dumerili	41447	80.6	fishbase	weight_kg
Limosa_lapponica	161683	80	EOL	length_cm
Schistosoma_mansoni	6183	80	ADW	lifespan_days
Dasypus_novemcinctus	9361	80	ADW	length_cm
Canis_lupus	9612	80	ADW	weight_kg
Dissostichus_mawsoni	36200	80	fishbase	weight_kg
Cottoperca_gobio	56716	80	EOL;fishbase	length_cm
Crocuta_crocuta	9678	80	ADW	weight_kg
Sarcophilus_harrisii	9305	80	ADW	length_cm
Larimichthys_crocea	215358	80	fishbase;EOL	length_cm
Sepia_pharaonis	158019	80	ADW	length_cm
Takifugu_rubripes	31033	80	fishbase;EOL	length_cm
Otolemur_garnettii	30611	79.7	EOL	length_cm
Megadyptes_antipodes	37085	78	ADW	length_cm
Phascolarctos_cinereus	38626	78	ADW	length_cm
Scyliorhinus_torazame	75743	77.8	EOL;fishbase	length_cm
Aotus_nancymaae	37293	77.4	ADW	length_cm
Puma_yagouaroundi	1608482	77	ADW	length_cm
Mandrillus_leucophaeus	9568	76.4	ADW	length_cm
Felis_catus	9685	76.2	ADW	length_cm
Alosa_sapidissima	34773	76.2	ADW	length_cm
Trachypithecus_francoisi	54180	76	ADW	length_cm
Rhinopithecus_roxellana	61622	76	ADW	length_cm
Oncorhynchus_gorbuscha	8017	76	fishbase;EOL	length_cm
Eudyptes_schlegeli	57240	75	ADW	length_cm
Nipponia_nippon	128390	75	ADW	length_cm
Eudyptes_filholi	1419345	75	ADW Eudyptes schlegeli	length_cm
Leopardus_geoffroyi	46844	75	ADW	length_cm
Theropithecus_gelada	9565	74	ADW	length_cm
Saimiri_boliviensis	27679	73.7	EOL	length_cm
Choloepus_didactylus	27675	73.66	ADW text	length_cm
Chaenocephalus_aceratus	36190	72	EOL;fishbase	length_cm
Acinonyx_jubatus	32536	72	ADW	weight_kg
Pygoscelis_antarcticus	79643	72	ADW text	length_cm
Uria_aalge	13746	71	EOL	length_cm
Eudyptes_chrysolophus	79627	71	ADW text	length_cm
Polypterus_senegalus	55291	70	EOL;fishbase	length_cm
Acanthaster_planci	133434	70	ADW	length_cm
Gallus_gallus	9031	70	ADW text	length_cm
Neophocaena_asiaeorientalis	189058	70	EOL Neophocaena phocaenoides	weight_kg
Pan_troglodytes	9598	70	ADW	weight_kg
Marmota_flaviventris	93162	70	ADW	length_cm
Siniperca_chuatsi	119488	70	fishbase;EOL	length_cm
Sparus_aurata	8175	70	fishbase;EOL	length_cm
Pygoscelis_adeliae	9238	69.85	ADW	length_cm
Daphnia_pulicaria	35523	69.35	AnAge	lifespan_days
Micropterus_dolomieu	147949	69	EOL;fishbase	length_cm
Lutra_lutra	9657	68.794	EOL	length_cm
Probosciger_aterrimus	141839	68	ADW	length_cm
