species	tRNA_GFF	prop_cds_expressed	nb_genes	nb_genes_filtered	nb_codon_not_decoded	rho_aa_fpkm	pval_aa_fpkm	rho_gc3_gci	pval_gc3_gci	g_abond_ag	c_duc_ic	gc3	var_gc3	gci	std_gci	var_gci	nb_aa_POC1	nb_genes_per_bins_POC1	nb_busco_POC1	S_POC1	expressed_overused_POC1	expressed_overused_background_POC1	constraint_overused_POC1	nb_aa_POC2	nb_genes_per_bins_POC2	nb_busco_POC2	S_POC2	expressed_overused_POC2	expressed_overused_background_POC2	constraint_overused_POC2	nb_aa_POCs	nb_genes_per_bins_POCs	nb_busco_POCs	S_POCs	expressed_overused_POCs	expressed_overused_background_POCs	constraint_overused_POCs
Equus_caballus	TRUE	0.800126195214289	21129	16485	0	0.708585140923872	0.000470635315848484	0.856753141526918	0	0.583333333333333	0.916666666666667	0.621443880978617	0.0266666663966523	0.465029201963418	0.000728610872581506	0.00816430822624083	13	329.7	793	0.284262319456874	7.024	5.441	1.33630528214212	5	329.7	793	0.21862722652702	5.19500000000001	2.01700000000001	-0.339434184634452	18	329.7	793	0.276717452696273	6.81	5.04100000000001	0.983975837841204
Blattella_germanica	FALSE	0.403377184370705	28676	10272	0	0.68272531286823	0.000909499872593694	0.111738216519725	0.0000000000000000000000000020493968009263	0.0769230769230769	0.666666666666667	0.384490032829206	0.0104900649867774	0.3370503083515	0.000231041332551832	0.000500064751949753	17	205.44	909	0.0200160397987481	0.477	0.685999999999998	-0.644443916453907	1	205.44	909	0.313971256033776	7.438	7.944	-1.68738015205407	18	205.44	909	0.0263143974937464	0.627	0.835000000000002	-0.714122815094694
Cryptotermes_secundus	TRUE	0.959476054031928	12810	11720	0	0.797590412975308	0.0000252978470961927	0.559093974396082	0	0.363636363636364	0.857142857142857	0.442959890499121	0.0094799649667575	0.391558687332138	0.000278680770525232	0.000852195790225674	12	234.4	938	0.00264962828741423	0.0659999999999994	0.0730000000000008	2.70623640269129	6	234.4	938	0.157457984645379	3.931	4.875	3.86112750003373	18	234.4	938	0.0453672376360518	1.131	1.443	2.70426962012374
Zootermopsis_nevadensis	TRUE	0.968834005376344	12381	11533	2	0.77657203412742	0.0000566517219328007	0.598334212792032	0	0.2	0.538461538461538	0.447226974360888	0.0108201965502844	0.361831578497272	0.000330520989618448	0.001200374440867	11	230.66	927	-0.041717248689828	-0.977	-0.552000000000002	-0.454559274049658	7	230.66	927	-0.154926216227452	-3.802	-0.96	2.30473678991255	17	230.66	927	-0.0475092387611928	-1.14	0.247999999999998	0.773177465070953
Acyrthosiphon_pisum	TRUE	0.735437310269775	18614	12840	0	0.636295902317398	0.00256028354275286	0.53687878491845	0	0	0.5	0.36261690577984	0.0256577268271775	0.251036241933109	0.000422509204066626	0.00211039283335342	11	256.8	813	0.162879599945434	4.067	2.987	-0.883550534478659	6	256.8	813	0.229699727085133	5.664	6.315	-3.44782969508281	17	256.8	813	0.203959623244978	5.08	4.754	-0.862874406413522
Cimex_lectularius	TRUE	0.958184902459712	11949	11297	0	0.324812030075188	0.162323155769999	0.311662413502435	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104146867138113	0.3	0.833333333333333	0.466397544210079	0.0129216061018579	0.314420770951734	0.000450119519786132	0.00207672771644811	18	225.94	937	0.0728491596660717	1.8	1.43	1.02722395607178	0	NA	NA	NA	NA	NA	NA	18	225.94	937	0.0728491596660717	1.8	1.43	1.02722395607178
Halyomorpha_halys	TRUE	0.977251838235294	14467	12759	0	0.778743758604436	0.0000523327340683875	0.181760615731892	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000661082124895161	0.181818181818182	0.785714285714286	0.368567292399123	0.0135432613243331	0.289226584703579	0.000287414401751118	0.00094898965638045	13	255.18	929	0.225013148736313	5.60599999999999	5.254	0.667847855556561	5	255.18	929	0.222802619534916	5.466	8.01499999999999	0.0456252863738972	18	255.18	929	0.241125992469578	6.02	6.879	0.346883688135433
Athalia_rosae	TRUE	0.961780492319082	10943	10393	0	0.768307357138429	0.0000760196340794643	0.688359303132199	0	0.5	0.857142857142857	0.450533996857017	0.00938840655213256	0.346093342336176	0.000516488899833659	0.00262012441702388	11	207.86	969	0.415465561630382	10.18	10.19	1.6820648856122	6	207.86	969	0.315591848134827	7.846	8.778	2.63310902252948	17	207.86	969	0.397622055248686	9.784	10.211	1.74231117483322
Cephus_cinctus	TRUE	0.968661221590909	11594	10911	0	0.695740103467587	0.00065826962129232	0.699884161917202	0	0.555555555555556	0.769230769230769	0.417043382610824	0.0108738959263733	0.310466976719618	0.000695284145608307	0.0049874445850163	12	218.22	959	0.410345628655798	10.219	10.755	0.157390969487052	6	218.22	959	0.417373892876837	10.373	12.653	1.57479158874022	18	218.22	959	0.417830434287057	10.401	11.544	0.0438371808002928
Orussus_abietinus	TRUE	0.980563554092966	10045	9535	0	0.714414440561619	0.000401831300973808	0.835779820809741	0	0.857142857142857	0.533333333333333	0.525195047161165	0.0290897428890717	0.357868586980666	0.000957223116107367	0.00827855450938303	12	190.7	956	0.0778335806056513	1.88200000000001	3.34500000000001	0.293131141578987	6	190.7	956	-0.0565337641777892	-1.38499999999999	1.54300000000001	1.03774423610202	18	190.7	956	0.052341931125749	1.27	3.42100000000001	0.199667904919331
Nasonia_vitripennis	TRUE	0.859593752528931	13356	10622	0	0.859303330001112	0.00000121737916239567	0.781114108190791	0	0.714285714285714	0.8	0.511408203221207	0.0365014026399823	0.325740799440924	0.000920001594496212	0.00836500019549228	11	212.44	858	0.520060828451438	12.7	12.019	-0.248295138189095	6	212.44	858	0.511626314676725	11.856	13.25	-0.562545165102199	17	212.44	858	0.522666274910015	12.655	12.551	-0.481437598222088
Trichogramma_pretiosum	TRUE	0.964336775218427	12773	12141	0	0.688567658033865	0.000788209520227316	0.740445604713434	0	0.181818181818182	0.666666666666667	0.473974225628432	0.0440868543645424	0.296598933705165	0.000836274705096196	0.00762786915565933	12	242.82	905	0.284167360177887	7.092	5.994	-0.152821550946091	6	242.82	905	0.163382345443546	4.07000000000001	5.04600000000001	-0.934642073290962	18	242.82	905	0.263140181538856	6.569	6.17	-0.509228246687344
Harpegnathos_saltator	TRUE	0.837548015364917	12654	10466	0	0.778118747750216	0.0000535455800536879	0.831211821777348	0	0.555555555555556	0.583333333333333	0.516780907414315	0.0302821102791576	0.343366751255065	0.0010113592000385	0.0101067554706764	13	209.32	942	0.171217344344316	4.27	4.456	-1.03253541069592	5	209.32	942	-0.0487250638951367	-1.218	-0.243000000000004	-0.144808839072248	18	209.32	942	0.141691706354258	3.537	3.904	-0.819485827588331
Linepithema_humile	TRUE	0.937072260243534	11610	10543	0	0.644696498469684	0.00214952179779594	0.718027875658115	0	0.888888888888889	0.153846153846154	0.458011915046506	0.0205035158754263	0.275843993921892	0.000708350969533288	0.00500506693298652	11	210.86	931	0.193379571662065	4.765	5.499	-0.381931077372127	6	210.86	931	-0.0408790201693677	-1.014	1.652	0.321261684425118	17	210.86	931	0.145223453120991	3.585	5.101	-0.173042807926882
Camponotus_floridanus	TRUE	0.772977346278317	12512	9554	0	0.788386286085304	0.0000364051210832675	0.681285147643261	0	0.666666666666667	0.818181818181818	0.422734328429804	0.0185747465217572	0.245979599418151	0.000668642388341204	0.00406353414664997	11	191.08	952	0.154810222737594	3.563	4.032	0.180564679749131	6	191.08	952	0.324136359090978	7.827	6.931	-1.27222238142489	17	191.08	952	0.197806788083749	4.612	4.515	-0.0950894833312661
Pogonomyrmex_barbatus	TRUE	0.900979934671022	11348	9654	0	0.740016962683099	0.000191428391923998	0.679861162954857	0	0.428571428571429	0.666666666666667	0.440798754115702	0.0179227695956402	0.269919812415999	0.000762104564960231	0.00530621956943793	10	193.08	885	0.292559729968259	7.26	7.45	1.12619297002917	6	193.08	885	0.00167430993101547	0.0410000000000021	1.907	-0.860866941035292	16	193.08	885	0.228025220807834	5.645	6.44	0.468594519725755
Polistes_canadensis	TRUE	0.929296098734442	9876	8885	0	0.725153437904767	0.000297306530149831	0.718602762945085	0	0.2	0.714285714285714	0.299383300777443	0.00834871500476595	0.230959290600455	0.000660445748270527	0.00367663359483823	12	177.7	947	0.120501465044455	2.983	2.218	0.992087147495791	6	177.7	947	0.280642958858482	6.193	7.222	0.466343325972314	18	177.7	947	0.169424819832718	4.233	4.20300000000001	0.664493382757014
Polistes_dominula	TRUE	0.941833316414577	10179	9278	0	0.728329236854413	0.000271250927787022	0.678084967059161	0	0.111111111111111	0.846153846153846	0.281755514136305	0.0076054737659076	0.222059910266496	0.000640596728829166	0.00360381813204056	12	185.56	952	0.0147033505350382	0.359999999999994	-0.101000000000007	-0.422272401344547	6	185.56	952	0.34848639628528	7.442	7.926	0.237929578623578	18	185.56	952	0.100738950103479	2.517	2.29699999999999	-0.504320241947406
Solenopsis_invicta	TRUE	0.833808679565251	14825	10817	0	0.701891789920176	0.000561746177540413	0.597700967760165	0	0.4	0.8	0.46438709689095	0.0168743004338234	0.281894592572192	0.000657894134273423	0.0043676339660777	12	216.34	909	0.262604380568652	6.475	5.682	2.11613676529594	6	216.34	909	0.169166873793495	4.205	4.124	0.444237639810781	18	216.34	909	0.24612163382057	6.08	5.515	1.81274464119086
Acromyrmex_echinatior	TRUE	0.90524861878453	11219	9831	0	0.601442840927262	0.00502880162659785	0.57556764282515	0	0.222222222222222	0.733333333333333	0.426766864477869	0.0129998181663799	0.267253192688606	0.000567149193811575	0.00300171439743972	11	196.62	945	0.24631977393162	6.14999999999999	5.691	1.92470507061064	6	196.62	945	0.141110449037225	3.448	3.888	0.0888879735852312	17	196.62	945	0.24131826313535	6.02	5.907	1.45541832466008
Atta_cephalotes	TRUE	0.128285483218763	10491	1269	0	0.685449122741564	0.000851125230430831	0.427641067128189	0.000000000000000000000000000000000000000000000000000000338551928352886	0.571428571428571	0.933333333333333	0.398589866481441	0.0102995772896365	0.251168334484665	0.00133391067624462	0.00216187099602225	11	25.38	921	0.177447143974688	4.431	4.014	1.47942600435015	6	25.38	921	0.533648413559604	12.678	10.153	0.192215728064858	17	25.38	921	0.255585922763324	6.351	4.86	1.03373185432729
Dufourea_novaeangliae	TRUE	0.937374165518703	9844	8846	0	0.721788027500411	0.000327218471293622	0.829655964463265	0	0.545454545454545	0.666666666666667	0.431023774719094	0.0251893609968689	0.31293918190619	0.000781791123957451	0.00510716515268275	11	176.92	940	0.15532768922418	3.87099999999999	4.06499999999999	-2.23964670110218	6	176.92	940	0.217956120081572	5.441	8.049	-1.03742811190568	17	176.92	940	0.175993425276526	4.389	5.586	-2.10909332947396
Megachile_rotundata	TRUE	0.888772895511056	10788	9365	0	0.834992884181085	0.0000046538864689168	0.848740335651946	0	0.3	0.533333333333333	0.379541508760741	0.0248416555449188	0.281380406729522	0.00088662387063633	0.0070057400256969	12	187.3	955	0.223588914169159	5.53100000000001	5.80200000000001	-0.832648051983747	6	187.3	955	0.0591463065687714	1.458	5.10800000000001	-0.739543489765559	18	187.3	955	0.203994340602683	5.083	6.879	-1.01052463545022
Habropoda_laboriosa	TRUE	0.935873906941596	10069	8669	0	0.577509759087474	0.0076646596242317	0.856083236375537	0	0.4	0.666666666666667	0.387259471680364	0.0270463633292256	0.293920147373818	0.000971679306221251	0.00774400584928489	11	173.38	909	0.130526448787391	3.261	3.299	-0.243155449493156	6	173.38	909	0.290780194241559	7.23300000000001	7.92500000000001	-1.72673786838911	17	173.38	909	0.180044492806511	4.498	4.666	-0.909602952757995
Eufriesea_mexicana	TRUE	0.946146044624746	10297	9329	0	0.698284098754926	0.000616775155041642	0.867920345355214	0	0.3	0.466666666666667	0.356550607065633	0.0319044260883256	0.268299527158522	0.00108522992505587	0.0103993028337906	12	186.58	927	0.237286450650588	5.92400000000001	5.44400000000001	-0.145608080295675	6	186.58	927	0.159463165543254	3.879	5.177	-2.27589882048354	18	186.58	927	0.237024816447838	5.904	5.932	-0.710205416086952
Apis_mellifera	TRUE	0.96126796452961	9935	9431	0	0.643291011388314	0.00221412370684854	0.860191265090721	0	0.272727272727273	0	0.311712579917833	0.0397563719806308	0.195953514849928	0.00105384377002764	0.00994974617027795	11	188.62	962	0.422263471368917	10.508	7.419	0.36994310648459	6	188.62	962	-0.659441316650819	-14.159	-5.731	-2.11746441809022	17	188.62	962	0.226292535397264	5.627	8.66700000000001	0.0909505326352415
Apis_florea	TRUE	0.938515196811161	10863	9418	0	0.609461596403798	0.00433467434771346	0.859397017383868	0	0.25	0.166666666666667	0.311110426613334	0.0370486089337026	0.202479949949754	0.00106476143243432	0.0101399640251483	12	188.36	804	0.284380709010213	7.08	4.872	2.94275442891095	6	188.36	804	-0.393527363751592	-8.612	-2.054	-2.73369790902222	18	188.36	804	0.169493579495122	4.177	5.785	1.38824036598866
Apis_cerana	TRUE	0.949804164089878	10621	9215	0	0.698872900501164	0.000607494089370211	0.854315874214696	0	0.454545454545455	0.0714285714285714	0.307649011636675	0.0369289668119131	0.200479106842657	0.00109780546519927	0.0105151679239515	12	184.3	913	0.127282385360933	3.154	0.854000000000005	1.63786259756176	6	184.3	913	-0.716264155454924	-14.406	-5.864	-1.32920976260328	18	184.3	913	0.00522152222975364	0.127000000000005	3.00300000000001	0.843476868859622
Melipona_quadrifasciata	FALSE	0.704571298612691	14257	9294	2	0.633416177012665	0.00271533708629306	0.814706369003801	0	0.25	0.4	0.388595202431731	0.0251932642223352	0.293069428177678	0.000997342651196478	0.00849765686476027	11	185.88	893	0.145744790742331	3.642	2.909	1.68494530677598	7	185.88	893	-0.25324640936706	-6.037	-2.153	-0.640931273966694	17	185.88	893	0.0726277246537196	1.812	3.78000000000001	0.941314961516241
Bombus_terrestris	TRUE	0.952625853031352	10581	9632	0	0.676792932893851	0.00104842330535699	0.842408736775583	0	0.375	0.466666666666667	0.353767192139688	0.0200235069951931	0.268971477493115	0.000841209307153197	0.00646564362045689	11	192.64	879	0.260590565332872	6.379	5.586	3.81753718107471	6	192.64	879	0.0516813736905786	1.246	4.688	-1.53356202419494	17	192.64	879	0.230817195065997	5.741	6.74899999999999	2.39566978834798
Onthophagus_taurus	TRUE	0.735388797481937	14537	10280	0	0.744168758444874	0.000168401235436999	0.255399664097248	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000599904853546145	0	0.769230769230769	0.310460178238646	0.00574573491791161	0.250756470333554	0.000830765130102753	0.00649105544661663	12	205.6	929	0.0806308479391729	1.935	0.182999999999989	-0.192808366170931	6	205.6	929	0.338096824289977	7.606	11.227	-0.96866498814762	18	205.6	929	0.162317396594561	4.03100000000001	4.693	-0.704975628977102
Tribolium_castaneum	TRUE	0.942503351999369	12875	11950	0	0.661390641251525	0.00149502479302004	0.406717536648555	0	0.222222222222222	0.714285714285714	0.521000699678411	0.0132762014401886	0.305982810119726	0.00057694720074703	0.00364956554633997	13	239	953	0.0911366192392696	2.276	4.539	0.434905846907979	5	239	953	0.211028235367344	5.19500000000001	5.12900000000001	0.528059609516837	18	239	953	0.104705712537988	2.617	4.431	0.611945622275532
Dendroctonus_ponderosae	TRUE	0.894823486372782	13021	9784	0	0.463600399234897	0.0395113372203828	0.744332202077046	0	0.333333333333333	0.8	0.487434393739351	0.0144751569291422	0.352553888599036	0.000605933709591885	0.00338627665605165	12	195.68	833	0.282884544095338	7.014	7.367	0.512136220716857	6	195.68	833	0.456020941592461	11.287	11.355	2.49475685472456	18	195.68	833	0.3166721166749	7.854	8.187	1.0414509945105
