species	tRNA_GFF	prop_cds_expressed	nb_genes	nb_genes_filtered	nb_codon_not_decoded	rho_aa_fpkm	pval_aa_fpkm	rho_gc3_gci	pval_gc3_gci	g_abond_ag	c_duc_ic	gc3	var_gc3	gci	std_gci	var_gci	nb_aa_POC1	nb_genes_per_bins_POC1	nb_busco_POC1	S_POC1	expressed_overused_POC1	expressed_overused_background_POC1	constraint_overused_POC1	nb_aa_POC2	nb_genes_per_bins_POC2	nb_busco_POC2	S_POC2	expressed_overused_POC2	expressed_overused_background_POC2	constraint_overused_POC2	nb_aa_POCs	nb_genes_per_bins_POCs	nb_busco_POCs	S_POCs	expressed_overused_POCs	expressed_overused_background_POCs	constraint_overused_POCs
Anoplophora_glabripennis	TRUE	0.770048864616269	14828	10716	0	0.773805536525403	0.0000625958678788568	0.352943438603843	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000890599542889678	0.25	0.666666666666667	0.423879357864016	0.0174742516161941	0.291055356680349	0.000421064264277087	0.00175805835688134	12	214.32	934	0.121156289265139	2.973	2.437	-0.526960643880286	6	214.32	934	0.273592577685468	6.829	7.95799999999999	3.38347214036631	18	214.32	934	0.155704213235694	3.847	3.97	0.276831984015257
Leptinotarsa_decemlineata	TRUE	0.914356074425392	14000	10025	0	0.727276918455726	0.000279659541440784	0.307004860709115	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102829046487829	0	0.8	0.393944431042711	0.00841569008150432	0.328134104412026	0.000379331030849623	0.00130841023756872	12	200.5	847	0.26868836660833	6.591	5.27300000000001	0.816211579117309	6	200.5	847	0.263423749806945	6.545	8.591	3.34554058597335	18	200.5	847	0.283432233528488	7.02200000000001	6.96000000000001	1.2137370038056
Bombyx_mori	TRUE	0.809414841451455	13804	9904	0	0.702296270017705	0.000555844874557419	0.517641999880033	0	0.4	0.923076923076923	0.487858205165052	0.021182137315723	0.347564805642144	0.000503865369994933	0.00226638953701233	11	198.08	792	0.228583336815623	5.596	4.493	-0.182677978792318	6	198.08	792	0.496841161558579	11.928	14.915	4.73273657555674	17	198.08	792	0.300997400440504	7.345	8.106	1.11497904277412
Danaus_plexippus	FALSE	0.889435255550589	15232	11938	0	0.794728339609102	0.0000283843286113264	0.6218028893731	0	0.4	0.846153846153846	0.471698951093481	0.0180994958613724	0.281952150750736	0.000504741402167501	0.00275705474249713	14	238.76	926	0.488431645807746	12.15	12.055	0.477043298656163	4	238.76	926	0.609976712845827	14.964	16.181	3.67162002810742	18	238.76	926	0.50699170552887	12.602	12.781	0.930425078455707
Aedes_aegypti	TRUE	0.845020501772187	14626	12159	0	0.781496858575839	0.0000472679406641745	0.229598438577644	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000216300263598052	0.6	0.857142857142857	0.576519924318576	0.00952523009535041	0.362823641341967	0.000395170630917078	0.00175554878119795	16	243.18	903	0.510000073153012	12.626	12.626	4.83849509627883	2	243.18	903	0.822132254494751	18.509	17.947	1.92800183048664	18	243.18	903	0.515323024520339	12.791	12.707	4.78580546115473
Culex_quinquefasciatus	FALSE	0.482499463173717	18883	8988	0	0.79428362142068	0.0000288920071124081	0.113744571248599	0.00000000000000000000000030053486364882	0.636363636363636	0.928571428571429	0.712159688094653	0.0100571483443878	0.359138639552826	0.000703972635264606	0.00410288588407634	12	179.76	879	0.658349878975013	15.786	14.84	5.00938464423966	5	179.76	879	0.715506077277604	12.502	11.743	3.45072320349644	17	179.76	879	0.648372364582237	15.118	14.028	5.69357729849985
Anopheles_gambiae	FALSE	0.921123548922056	12603	8887	0	0.703357141120948	0.000540616268039606	0.472570879810505	0	1	0.733333333333333	0.698472595243916	0.0144393872440449	0.429482811129662	0.000719048774114876	0.00407885865995812	12	177.74	932	0.650694122580558	15.486	14.066	5.87779701996476	6	177.74	932	0.473020239430258	10.115	9.204	6.13234008691127	18	177.74	932	0.608566432966955	14.249	12.833	6.31889417437242
Drosophila_grimshawi	FALSE	0.64687840785169	14982	9491	0	0.787631849447902	0.0000374783092070757	0.220999568072471	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111725025927991	0.8	0.866666666666667	0.591531512838812	0.0052991017042256	0.327243134180763	0.000639618087559142	0.00333262063296071	12	189.82	924	0.487406934474948	11.673	11.532	6.17465514530513	6	189.82	924	0.598129316071679	14.836	16.459	2.27667609222405	18	189.82	924	0.517707638084044	12.554	13.16	4.85838733238708
Drosophila_pseudoobscura	FALSE	0.921743472677985	14574	12921	0	0.843692644893075	0.00000295582068074896	0.491548442554333	0	0.727272727272727	0.733333333333333	0.66554514371791	0.0109281161080644	0.407827404477747	0.000657638004720978	0.00462761887421126	12	258.42	916	0.51550372526338	12.166	13.587	5.12449645667072	6	258.42	916	0.312930341228209	7.321	10.242	6.16234898940027	18	258.42	916	0.471802609851456	11.114	12.916	5.33898144681282
Drosophila_melanogaster	FALSE	0.82819319173698	13931	11386	0	0.852513400264492	0.00000181281734677542	0.45481475281714	0	0.875	0.866666666666667	0.652311368572543	0.0103165379932006	0.36165152638327	0.000666989057566713	0.0042667903983456	12	227.72	939	0.659423860056005	14.961	13.396	6.01433772795226	6	227.72	939	0.696224120657792	15.791	12.593	6.23543809447818	18	227.72	939	0.664766414973048	15.084	13.018	6.02891931377481
Drosophila_suzukii	TRUE	0.817354608993802	16335	12396	0	0.744813489401664	0.00016504750202951	0.369826878901756	0	0.666666666666667	0.933333333333333	0.666874977208014	0.0131851772287319	0.350538338110428	0.000708132555653974	0.00528981415606127	12	247.92	862	0.50034883424716	12.117	10.363	5.18467882313228	6	247.92	862	0.866968024973488	19.052	15.871	6.49418693755741	18	247.92	862	0.557364463469606	13.32	11.052	5.73073827665271
Ceratitis_capitata	TRUE	0.916219730212904	12563	11275	0	0.834776595337229	0.00000470514321933425	0.413502346899438	0	0.3	0.6	0.407522195692898	0.00547358755060592	0.287199472651884	0.000680531860114041	0.0046316992499154	11	225.5	965	0.645027641969384	15.762	15.239	0.928405219357499	6	225.5	965	0.584099611899643	14.242	18.598	1.48397772268759	17	225.5	965	0.634612313683768	15.68	17.025	0.645439390835403
Lucilia_cuprina	TRUE	0.776596474380959	15549	11322	0	0.877500227507806	0.000000375131101057259	0.0433528419772741	0.0000167813183215589	0.153846153846154	0.818181818181818	0.317115976647914	0.00311542375411413	0.248510476351318	0.000526137546281807	0.00272640724771569	12	226.44	962	0.372273596092051	9.025	6.35499999999999	-0.554687860491643	6	226.44	962	1.22144425804894	27.146	29.34	0.154023574597152	18	226.44	962	0.545744196845821	13.514	12.549	-1.12648793447706
Musca_domestica	TRUE	0.847181467181467	14883	10971	0	0.834462237730399	0.00000478051668606689	0.258501788291979	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000460529115923081	0.25	0.8	0.423403673593295	0.00487219681807365	0.315058085579429	0.000549058433084292	0.00286783809505753	12	219.42	906	0.863421105323921	19.686	18.96	2.67686988873074	6	219.42	906	1.03112356338476	24.913	26.124	0.421331191425892	18	219.42	906	0.901630035618368	21.407	21.293	1.46864218755533
Enhydra_lutris	TRUE	0.811147330732646	19340	15179	0	0.592315002717837	0.00592794351768236	0.863886148693108	0	0.545454545454545	0.538461538461538	0.627696843223185	0.0270391292206362	0.473519766871685	0.000777372184046781	0.0085727063727458	14	303.58	844	0.211921389087404	5.184	3.857	1.40085024285107	4	303.58	844	0.126195895139442	2.966	-0.176999999999994	-0.361255593801549	18	303.58	844	0.198689667346088	4.843	3.306	1.15523800416183
Motacilla_alba	TRUE	0.919063109954457	15594	14126	0	0.517573299039163	0.0194232534082184	0.85118976889338	0	0.444444444444444	1	0.635910965481206	0.0288691517416849	0.4685567861893	0.000849516291632725	0.00960986331254325	11	282.52	789	0.113096519975994	2.82	2.856	1.7175119710445	6	282.52	789	0.541945096087552	12.003	7.91800000000001	4.47160533981866	17	282.52	789	0.186593004042117	4.61200000000001	3.82000000000001	2.637974418716
Patagioenas_fasciata	FALSE	0.685272429332241	19528	13382	0	0.839451000339432	0.00000370027685450432	0.878033606578717	0	0.555555555555556	0.866666666666667	0.605455543239358	0.0300709913812535	0.466528748136459	0.00088677918291276	0.0100868618739867	12	267.64	863	0.275003563381189	6.799	5.87	2.78090639325973	6	267.64	863	0.231350068150261	5.487	4.097	1.8160618985171	18	267.64	863	0.266823868529219	6.56099999999999	5.62	2.91261085284818
Terrapene_carolina	TRUE	0.801894918173988	22254	15827	0	0.6923427000187	0.000717353032185345	0.798796373622312	0	0.25	0.8	0.562255435530106	0.0283542796820096	0.463074051600675	0.000627531310727524	0.00586755363455673	14	316.54	868	-0.0970562057924949	-2.153	-0.725000000000003	2.05910543011623	4	316.54	868	0.172999069093228	4.27	2.513	-3.57295598521884	18	316.54	868	-0.0456445873269483	-1.056	0.117999999999996	2.37610551783431
Osmia_bicornis	TRUE	0.900720354636129	11191	9753	0	0.653016449246976	0.00179850643702629	0.83497081922573	0	0.333333333333333	0.533333333333333	0.375931769795569	0.0208232629996307	0.28350240236116	0.000848638279899608	0.0066012334013971	12	195.06	929	0.182166662541606	4.369	3.128	1.47108153667312	6	195.06	929	0.0184433946066009	0.453000000000003	5.624	-1.0233386599712	18	195.06	929	0.164301509921924	4.039	5.639	0.625354526763082
Neophocaena_asiaeorientalis	TRUE	0.801577955723033	18260	13614	0	0.615500550463	0.00386593142470095	0.864562307729036	0	0.444444444444444	1	0.614335475510741	0.0272464828596885	0.463204895363582	0.000779647766027565	0.00777197827117168	13	272.28	817	-0.019194754292823	-0.477	-0.790999999999997	-0.146139053872571	4	272.28	817	0.291424842876107	6.88099999999999	4.332	-1.39908848387668	17	272.28	817	0.0211540443128373	0.528000000000001	-0.235999999999997	0.132624490490596
Ovis_aries	TRUE	0.776860306974937	21160	15994	0	0.248400609974108	0.290960131061531	0.848643406907542	0	0.5	0.166666666666667	0.626418832825007	0.0274665659873839	0.465580067081347	0.000704441767120595	0.00727485205985004	16	319.88	799	0.00102386438646229	0.0249999999999972	1.198	2.91560068570635	2	319.88	799	-0.184737956820965	-4.41199999999999	-3.233	-0.0113585619129375	18	319.88	799	-0.002112534951733	-0.0519999999999965	1.128	2.73816805512446
Lamprotornis_superbus	FALSE	0.618160275743214	14256	5739	0	0.640976470156997	0.00232404199899154	0.834556616014467	0	0.5	1	0.559257635791137	0.019420199622222	0.431123328968253	0.000985500415026648	0.00546597589080359	10	114.78	448	0.270653311365918	6.68700000000001	5.32500000000001	3.689589401282	6	114.78	448	0.426908077049555	10.27	6.446	0.600002357740506	16	114.78	448	0.307121060398081	7.553	5.659	3.49778518098836
Nematolebias_whitei	TRUE	0.857091339961877	21341	16637	0	0.815651096212581	0.0000117073784286346	0.365940715548766	0	0.545454545454545	1	0.631042015771667	0.0105748673716974	0.388884076332055	0.000289531908386974	0.00132306878205084	13	332.74	864	0.123213309379276	3.037	3.443	4.22512633126958	4	332.74	864	0.364796526017824	7.564	7.09500000000001	1.96499839398332	17	332.74	864	0.158311636188947	3.854	4.234	4.63824893753798
Tetranychus_urticae	TRUE	0.909138472270666	11686	10426	0	0.606962388603855	0.00454193941056154	0.115402945097886	0.0000000000000000000000000012172556307335	0.1	0.8	0.292661489821109	0.00152026597281797	0.268143801695201	0.000412976764660838	0.00151038910097404	11	208.52	816	-0.00781992803007009	-0.187000000000004	0.157999999999991	2.02850600348693	6	208.52	816	0.604336742019823	13.867	15.214	-0.137641212241363	17	208.52	816	0.158941270379745	3.944	5.25600000000001	1.22194790724152
Ixodes_scapularis	TRUE	0.429859229983569	24501	9680	0	0.543265767034579	0.0133038756798684	0.415454032223266	0	0.538461538461538	1	0.729315487485474	0.0107401831553675	0.451356629489522	0.000301896494579172	0.000788373918249009	17	193.6	825	0.19153505109493	4.73	4.44600000000001	4.43005939752857	1	193.6	825	0.570990483883004	8.794	10.173	7.05792926734811	18	193.6	825	0.186173184084576	4.615	4.403	4.74360803480451
Centruroides_sculpturatus	TRUE	0.81744580830504	24591	18780	0	0.419706686318882	0.0654364077959156	0.257730955032547	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126521257087022	0.0769230769230769	0.454545454545455	0.314761450222898	0.0118232353383899	0.287769253409536	0.000404268505046191	0.00263143512219791	12	375.6	881	-0.0902297155676711	-2.203	-1.58799999999999	-1.82107327353326	6	375.6	881	0.0609623341226679	1.376	1.765	-1.83472746908272	18	375.6	881	-0.0443981314362448	-1.069	-0.587999999999994	-1.96255817782887
Eurytemora_affinis	TRUE	0.968173138128581	20716	18252	14	0.332590235256314	0.151919490892926	0.136098169978343	0.000000000000000000000000000000000000000000000000000000000000000000000000217201339751929	0.2	0.866666666666667	0.401360559051497	0.0057587564212317	0.30468442114496	0.000210087182813409	0.000775303943902548	12	365.04	839	-0.102613549064603	-2.41	-1.517	0.24376342432119	7	365.04	839	0.368843210702276	8.989	9.851	1.25213652538146	16	365.04	839	0.00380178054781333	0.0900000000000012	1.126	0.854939571886898
Tyto_alba	TRUE	0.958822289368281	16281	13645	0	0.680301624791986	0.000964250741447269	0.872068897557989	0	0.555555555555556	1	0.564004632687955	0.0277880555739233	0.455582243151083	0.000895050282448657	0.0103279746845724	11	272.9	700	0.207191287178242	5.137	4.717	-0.278731302607196	7	272.9	700	0.200889693591551	4.98000000000001	2.84700000000001	0.686075907616323	18	272.9	700	0.205558863128878	5.12400000000001	4.46600000000001	0.283541149282707
Anser_cygnoides	TRUE	0.886127883573309	14709	11447	0	0.571436570092795	0.00848795567952117	0.859631958682691	0	0.4	1	0.548305186574853	0.027293132632656	0.442816014070668	0.000877194955618005	0.00840877898048678	12	228.94	596	0.204466053810311	4.999	4.239	2.79461841890595	6	228.94	596	0.27512439186423	6.636	4.66299999999999	1.67553297522211	18	228.94	596	0.224015558977171	5.464	4.353	2.48372328724276
Ursus_arctos	TRUE	0.756250622571969	20480	15184	0	0.770332198900235	0.0000708133446976165	0.860476778558312	0	0.636363636363636	0.166666666666667	0.621989497682759	0.0266160181716444	0.468819107689218	0.00075769282013569	0.00809421347815129	14	303.68	821	-0.00678827002144441	-0.168000000000001	1.008	-1.18860296323133	4	303.68	821	-0.187199432094288	-4.467	-1.881	-0.373014138354057	18	303.68	821	-0.0258917434939268	-0.639000000000001	0.786999999999999	-1.07165649752919
Seriola_lalandi	TRUE	0.756884377758164	25802	17151	0	0.706280606547366	0.000500470185153833	0.474193900310612	0	0.538461538461538	0.923076923076923	0.629359367482479	0.00753230084497531	0.382706090451679	0.000238105595225845	0.000931373541122188	13	343.02	905	0.208814310778732	5.197	5.602	4.54996635141757	5	343.02	905	0.183981574926238	4.006	4.975	2.45952317920719	18	343.02	905	0.202636232459641	4.994	5.524	4.93786692304138
Balaenoptera_acutorostrata	TRUE	0.864141122035859	18832	14941	0	0.584870527120854	0.00675553366316515	0.855084733215684	0	0.555555555555556	0.363636363636364	0.613752520648779	0.0278187632635315	0.458853906499773	0.000763490129938045	0.0082068909562819	12	298.82	769	-0.154316889877181	-3.856	-3.87899999999999	1.06487100693917	5	298.82	769	-0.0134221469697567	-0.321000000000005	-1.01800000000001	0.554255457736642	17	298.82	769	-0.126596036308475	-3.161	-3.329	1.07603023142463
Podarcis_muralis	TRUE	0.881777217888464	21258	18199	0	0.630193166218652	0.00289807237295818	0.727855468943293	0	0.583333333333333	0.222222222222222	0.576453835070117	0.0193263533832674	0.444898014737865	0.000282978881882566	0.00136331173524541	13	363.98	905	-0.0147577041119398	-0.362000000000001	-0.319000000000003	2.1326993710801	5	363.98	905	-0.134714733054958	-3.32399999999999	-1.95799999999999	-1.93379718814608	18	363.98	905	-0.0379079724235674	-0.939000000000001	-0.557999999999997	2.16935966055466
Anas_platyrhynchos	TRUE	0.843090620807416	16836	13825	0	0.70632610221742	0.000499866014723342	0.874831497872031	0	0.727272727272727	1	0.606253826910777	0.0338401168421628	0.465937116801763	0.000952963450878145	0.0118893602223859	12	276.5	784	0.351453531798131	8.671	7.639	2.13444167993701	6	276.5	784	0.533495726242915	12.042	7.90600000000001	0.197943746404598	18	276.5	784	0.382239342814876	9.339	7.77	1.98966051710868
Odocoileus_virginianus	TRUE	0.839497416151586	21072	16570	0	0.335464484046992	0.148195205691291	0.842032782542943	0	0.5	0.428571428571429	0.62549133099495	0.0263190924065798	0.461986697566667	0.000699909856373819	0.00752005281201258	15	331.4	780	-0.0367042461015435	-0.887000000000004	-0.147000000000003	1.2213145986807	3	331.4	780	-0.119398201371195	-2.823	-0.384000000000001	-1.51451181425453	18	331.4	780	-0.0418684485891172	-1.025	-0.0730000000000064	1.27388254434102
Diabrotica_virgifera	TRUE	0.687765896286076	20592	11963	0	0.4909644122023	0.0279382303249872	0.0712378880325711	0.000000000000113200493586965	0	0.777777777777778	0.339228635155333	0.00521094990654132	0.323522063423917	0.000246308086509304	0.000657455577501404	13	239.26	816	0.181913755927665	4.531	4.878	-0.748157491813856	5	239.26	816	0.679981188657032	16.659	17.66	2.93074696712747	18	239.26	816	0.284696989262071	7.072	7.639	-0.0119271612131004
Trachemys_scripta	TRUE	0.577604137388274	18662	10275	0	0.619963434595537	0.00354719581047689	0.744987492085727	0	0.0909090909090909	0.166666666666667	0.530779133022005	0.0230206291455038	0.446835151606343	0.000635474218931314	0.00398577725648321	14	205.5	878	0.0945326050975974	2.234	1.995	3.68429263741816	4	205.5	878	-0.185847020926666	-4.639	-1.514	-5.4225597817099	18	205.5	878	0.0496343527500591	1.193	1.356	3.32612655999962
Glossina_fuscipes	TRUE	0.890023632680621	12387	10545	0	0.654096564627712	0.00175668154305007	0.141168604579695	0.00000000000000000000000000000000000000000581418217933011	0.2	0.6	0.353142751045691	0.00136964223501276	0.292031026946972	0.000530732827324873	0.00257847431543832	11	210.9	931	0.377105764219701	9.222	9.004	2.12037150086447	6	210.9	931	0.189624386954443	4.173	5.261	0.787668215211735	17	210.9	931	0.353385532420428	8.808	8.76	1.18568949061018
Ceratosolen_solmsi	TRUE	0.942169962586852	9823	8814	0	0.551952477211245	0.0116290881658603	0.797218997801938	0	0.222222222222222	0.0714285714285714	0.383188761604331	0.0322463331787939	0.238026667074933	0.000806789197931692	0.00548260490578149	10	176.28	926	0.105086780674583	2.623	1.02699999999999	4.7669625847172	6	176.28	926	-0.204458647064359	-4.908	-1.781	-0.178525033313615	16	176.28	926	0.0629953155243784	1.574	2.069	3.35438131732503
Bombus_vancouverensis	TRUE	0.855815212487594	11338	9485	0	0.77161858170023	0.0000676677827720789	0.835807091476622	0	0.2	0.4	0.354122255540163	0.0203772567691358	0.271756406866297	0.000855584007991165	0.0065874839285773	12	189.7	959	0.188470224811886	4.376	3.311	1.05261820183905	6	189.7	959	0.0130939235182141	0.313000000000002	4.323	-1.85504821618815	18	189.7	959	0.161236382208093	3.92899999999999	5.11999999999999	0.158550852393323
Peromyscus_maniculatus	TRUE	0.635499902553109	21608	13043	0	0.627649949432904	0.00304938785584446	0.813494887865314	0	0.666666666666667	0.636363636363636	0.604362149189772	0.0164204829730988	0.46518958039827	0.000589984276564603	0.00427026318680854	15	260.86	776	0.228342037282219	5.68300000000001	4.812	1.60766991910058	3	260.86	776	0.118767498905575	2.857	-0.717000000000001	-0.196757417833793	18	260.86	776	0.216605312877974	5.382	4.36	1.50575738207123
Equus_asinus	TRUE	0.842585433740529	20471	16347	0	0.656865733785723	0.00165315969358844	0.861418816331094	0	0.5	0.416666666666667	0.614878103071319	0.0260806061535937	0.462612210371877	0.000727780205922293	0.00808320273332696	12	326.94	814	0.143797711241294	3.583	3.475	1.35536468575366	5	326.94	814	-0.0309901215444595	-0.746999999999998	0.00100000000000655	-1.00138816480139	17	326.94	814	0.120784539469768	3.00100000000001	3.08100000000001	0.74153590724808
Gorilla_gorilla	TRUE	0.817638190954774	20654	16271	0	0.734543311948672	0.00022586532984657	0.827924188522497	0	0.454545454545455	0.583333333333333	0.595210324552673	0.0268973985974424	0.45785762278756	0.000660171446860051	0.00647899435928	13	325.42	796	-0.0153185238241464	-0.372	-0.276000000000004	-0.75689194260856	5	325.42	796	0.00122983734275661	0.0300000000000078	0.54800000000001	-0.779947211859154	18	325.42	796	-0.0139152280006794	-0.342999999999999	-0.196999999999997	-0.476730597342537
Vicugna_pacos	TRUE	0.834606716869125	19504	15184	0	0.596689408945182	0.00548184311523922	0.841886534629618	0	0.454545454545455	1	0.621348037936094	0.024060393624302	0.45752217165892	0.00075230977909537	0.00807412807310553	17	303.68	779	0.121181861785905	2.866	2.926	0.220528374825945	0	NA	NA	NA	NA	NA	NA	17	303.68	779	0.121181861785905	2.866	2.926	0.220528374825945
Pan_troglodytes	TRUE	0.799569583931133	21522	16719	0	0.601357979858567	0.00503660981562505	0.82588887218766	0	0.416666666666667	0.25	0.597128268666949	0.0259108220234837	0.461965179462085	0.000663824231287707	0.00669366504657923	14	334.38	775	0.0418078994607696	1.045	0.178999999999996	-1.04547550082252	4	334.38	775	-0.00160773492486177	-0.0390000000000001	-0.331999999999999	-1.74578150508062	18	334.38	775	0.0386022761976635	0.963999999999998	0.162000000000001	-1.13720351821664
Struthio_camelus	TRUE	0.911552486616495	14590	11749	0	0.699486332713801	0.000597950996355915	0.85343139614845	0	0.222222222222222	0.571428571428571	0.512264731245735	0.0191819349724919	0.430076317392028	0.00071967931006966	0.00580867813927437	12	234.98	671	0.117970247013373	2.944	3.08	2.76850267536076	6	234.98	671	0.00400750804321828	0.1	-0.045999999999996	0.29487821440202	18	234.98	671	0.0983069561875973	2.456	2.496	2.22869810942874
Vespula_vulgaris	FALSE	0.703349282296651	15512	10878	1	0.513211201231956	0.0206552138377814	0.811618123572831	0	0.777777777777778	0.466666666666667	0.338924313811164	0.0155753397585744	0.268135009888477	0.000845212051803837	0.00730171285931022	11	217.56	913	0.040497144840198	1.002	0.895000000000001	-0.226040090175143	6	217.56	913	-0.0639146699291503	-1.48	3.571	-1.41707296887595	17	217.56	913	0.0406481848722479	1.01599999999999	3.36299999999999	-0.772128873701712
Vespula_pensylvanica	FALSE	0.482529208135006	18491	8921	0	0.646971897876048	0.00204827763030024	0.812300638429696	0	0.5	0.533333333333333	0.311657896261974	0.0132669954131862	0.244572548575572	0.000812842074483527	0.00558962553390878	11	178.42	947	0.225625243877049	5.615	6.119	0.596411296527352	6	178.42	947	-0.0313080309352274	-0.691000000000003	3.102	-1.80610108817313	17	178.42	947	0.189816450138636	4.668	6.611	-0.238449504886416
Arvicola_amphibius	TRUE	0.729897204342396	21575	15195	0	0.662398075558497	0.00146160404954372	0.78441229235389	0	0.555555555555556	0.666666666666667	0.598718803895018	0.0135842818156653	0.457490596846206	0.00048291534412426	0.00319797073937662	12	303.9	751	0.16322313019784	4.074	3.994	3.47589065738238	6	303.9	751	0.047420438272622	1.14799999999999	0.410999999999995	-0.209696649259247	18	303.9	751	0.14661597425013	3.65	3.402	2.83276262820252
Oenanthe_oenanthe	FALSE	0.590482887951242	13570	2519	0	0.486890989077205	0.0294671199442664	0.815538024489026	0	0.777777777777778	0.8	0.580025206466701	0.0230225835906403	0.427347812293353	0.00159165354370905	0.00582419694636042	12	50.38	188	0.292874418647091	7.301	4.931	0.544870518481955	6	50.38	188	0.526642107304494	12.473	7.306	0.823472439648357	18	50.38	188	0.343435515758428	8.561	6	0.932864390983137
Chelonus_insularis	TRUE	0.946153109130976	10548	9875	0	0.703738541704371	0.000535228590884381	0.527712388718295	0	0.111111111111111	0.6	0.249845990784456	0.0033142032020654	0.213583592385829	0.000517885988430717	0.00247768607660481	11	197.5	952	0.170777517229364	4.209	4.17799999999999	1.24210275898037	6	197.5	952	0.554597152547659	11.668	12.275	1.06936200896772	17	197.5	952	0.278131233501185	6.942	7.26500000000001	0.972275033258151
Branchiostoma_floridae	TRUE	0.632993874126966	26689	16223	0	0.828058066241933	0.0000065625488699632	0.317505850668571	0	0.636363636363636	0.928571428571429	0.626301856352316	0.00782931095089384	0.388667154073564	0.000221637497198912	0.000741219665503618	12	324.46	876	0.399675853750651	9.839	9.787	5.48821465789893	6	324.46	876	0.15429087159335	3.31899999999999	4.97299999999999	6.34747800529019	18	324.46	876	0.335393781488585	8.131	8.511	6.16000029189214
Cloeon_dipterum	FALSE	0.877973178137652	16299	13879	0	0.829187721417719	0.00000621168061183286	0.38025795241821	0	0.75	0.866666666666667	0.60968720423209	0.0145749687193042	0.326345418427782	0.000515983633481977	0.00355695450988408	12	277.58	924	0.542732226054763	13.025	10.222	4.22921010920526	6	277.58	924	0.352890466367743	7.635	6.126	6.11863254833664	18	277.58	924	0.499487774296796	11.8	9.331	5.0829188567497
Gymnodraco_acuticeps	TRUE	0.88015607580825	24925	20527	0	0.576156490538107	0.00784220749666154	0.28470517655848	0	0.384615384615385	1	0.639072787397702	0.00953090324432093	0.383604175364504	0.000258364106850843	0.00127790051215392	14	410.54	843	0.117858283060627	2.908	2.681	1.17490840409428	4	410.54	843	0.196046382231291	4.294	4.964	6.40761306221878	18	410.54	843	0.131317414189277	3.277	3.213	3.08607120296001
Pseudochaenichthys_georgianus	TRUE	0.776227853778874	23287	17306	0	0.696240601503759	0.000649924405497341	0.368127412194559	0	0.416666666666667	0.9	0.653793299322216	0.00892499566340484	0.390047428421644	0.000279956945226779	0.00128857802690205	14	346.12	868	0.055382641493438	1.326	2.082	2.40673699499791	3	346.12	868	0.220902367758599	4.515	6.114	6.81536319601726	17	346.12	868	0.0754713122220146	1.853	2.736	4.17105645829421
Molothrus_ater	TRUE	0.869920776897521	15981	13616	0	0.730245904253911	0.000256489393868494	0.849976468829737	0	0.625	1	0.638029653258011	0.0294826485272961	0.466047110134574	0.000854494629774406	0.00941323654426305	12	272.32	804	0.292778455436671	7.157	6.661	1.54795553087866	6	272.32	804	0.315732991029323	7.198	5.204	3.36685792712296	18	272.32	804	0.298230126622834	7.224	6.358	2.12467872290747
Zerene_cesonia	TRUE	0.83757388846055	11924	9777	0	0.833146486831912	0.00000510752068498453	0.620350829117319	0	0.545454545454545	0.866666666666667	0.476830142311754	0.0253804615515758	0.298580925570914	0.000439103614495887	0.00171602665994384	12	195.54	919	0.363704883695607	9.022	8.36	-0.934785883499746	6	195.54	919	0.621888685656294	15.083	16.98	5.50919460313695	18	195.54	919	0.411658791858715	10.248	10.596	0.678744870378458
Osmia_lignaria	TRUE	0.940361273057441	10556	9839	0	0.689940596514056	0.000761784604515744	0.828035106709924	0	0.125	0.466666666666667	0.378881022138378	0.0206507896598653	0.28384239430306	0.000840095724735957	0.00651276090896877	11	196.78	954	0.293325973743335	7.246	8.45699999999999	-1.9407462428254	6	196.78	954	0.00550990367862247	0.135000000000002	4.853	-0.99281634892747	17	196.78	954	0.247796808117919	6.175	8.95	-1.75091935133578
Bombus_vosnesenskii	TRUE	0.855620331572235	11184	9393	0	0.738288858546377	0.000201778330682777	0.832414299175474	0	0.25	0.266666666666667	0.351345966404046	0.0201079316886974	0.270598518155411	0.000859170400979256	0.00657269931858948	11	187.86	957	0.271392895378937	6.52699999999999	4.816	3.02634803822469	6	187.86	957	-0.250253996875483	-5.862	0.481999999999996	-1.65771850192086	17	187.86	957	0.157099948821069	3.899	5.969	1.78671717479186
